plz;supermarkt;adresse
37345;Edeka Aktiv Markt Ulrich Peter;Hauptstraße 115
37345;Edeka;Chaussee 43
37351;Netto;Hinter den Höfen 31a
37351;Rewe;Steinstraße 10
37355;Rewe;Bruch 8
37355;Netto Marken-Discount;Bahnhofstraße 50a
96515;Rewe;Friedrich-Ludwig-Jahn-Straße 27
96515;Fortuna;Bernhardstraße 59
96515;CAP-Markt;Bahnhofstraße 44
96515;Kaufland;Bettelhecker Straße 157
96515;Edeka;Bert-Brecht-Straße 22
96515;Aldi Süd;Robert-Hartwig-Straße 6
96515;Edeka;Robert-Hartwig-Straße 2
96515;Frischemarkt Albrecht;Rögitzstraße 3a
96515;Netto Marken-Discount;Untere Marktstraße 29
96523;Netto Marken-Discount;Sonneberger Straße 75
96523;Rewe;Am Ockerwerk 9
96524;Netto Marken-Discount;Straße zur Neuen Welt 2
96528;Tegut;Bahnhofsallee 6
98527;Rewe;Friedrich-König-Straße 21
98527;Lidl;Senfte 16
98527;Penny;Dr.-Theodor-Neubauer-Straße 7a
98527;Rewe;Hufelandstraße 1a
98527;Rewe;Ilmenauer Straße 12
98528;Netto;Große Beerbergstraße 95
98528;Rewe;Brunnenstraße 3
98528;NORMA;Zellaer Straße 48
98529;Netto;Leonhard-Frank-Straße 13
98529;Edeka;Würzburger Straße 29
98529;Aldi;Würzburger Straße 35
98544;Nahkauf;Rodebachstraße 74A
98544;Rewe;Industriestraße 6
98544;Norma;Otto-Keiner-Straße 79
98544;Netto;Heinrich-Heine-Straße 50a
98553;nahkauf;Markt 19
98553;Edeka;Suhler Straße 32-40
98553;Rewe;Hildburghäuser Straße 32
98553;Lidl;Jägerhausstraße 8
98553;Tegut;Plettenberger Weg 17
98554;Norma;Otto-Keiner-Straße 79
98574;Norma;Wilhelm-Külz-Straße 45
98574;Netto;Allendestraße 13
98574;Nahkauf;Nelkenweg 3
98574;EDEKA;Talstraße 77
98574;Lidl;Näherstiller Straße 41
98574;Kaufland;Steinerne Wiese 39
98574;Rewe;Wilhelm-Külz-Straße 11
98574;Netto;Am Alten Graben 18
98587;Edeka;Hauptstraße 92
98590;Norma;Hilderser Straße 2
98593;;Lindenweg 4
98593;Edeka;Körler Straße 11a
98593;Tegut;An der Spitze 1
98617;CAP-Markt;Berliner Straße 1a
98617;Kaufland;Werrastraße 14
98631;Tegut;Meininger Straße 2A
98634;Nahkauf;Bergstraße 12
98646;Norma;Römhilder Straße 29
98646;Kaufland;Eisfelder Straße 60
98660;Tegut;Meininger Straße 6
98660;Norma;Leninstraße 16
98660;Netto Marken-Discount;Friedensstraße 9
98666;Ihr Einkaufsmarkt Koch;Hauptstraße 6-8
98667;tegut...;Gabeler Straße 1a
98673;Rewe;Coburger Straße 73
98673;Aldi Süd;Coburger Straße 76
98673;Norma;Coburger Straße 1
98673;Netto Marken-Discount;Georgstraße 14
98673;Edeka;Weihbach 1
98693;Tegut;Margarethenstraße 9
98693;Kaufland;Mühltor 1
98693;Nahkauf;Goethestraße 2
98693;RotStift;Oehrenstöcker Landstraße 76
98693;Nahkauf;Marktplatz 14
98693;Netto;Herderstraße 3
98693;Netto;Am Helmholtzring 10
98693;Lidl;Ratsteichstraße 1
98693;Netto;Unterpörlitzer Straße 37
98693;Sander's Dorfladen;Schmerfelder Straße 7
98693;A-Z Markt;Kalter Markt 6
98701;Nahkauf;Rennsteigstraße 6
98701;Netto;Ilmenauer Straße 7l
98701;Rewe;Ilmenauer Straße 7m
98701;Gutkauf;Geschwister-Scholl-Straße 37b
98724;Aldi Nord;Sonneberger Straße 246
98724;EDEKA Gleichmann;Sonneberger Straße 246
98724;Rewe;Robert-Koch-Straße  19
98724;Lidl;Eisfelder Straße 29
98724;Rossmann;Robert-Koch-Straße 14
98724;Norma;Brandweg 23
98724;Nahkauf;Sonneberger Straße 95
98739;Edeka;Am Markt 11
98739;Nahkauf;Sonneberger Straße 95
98743;tegut;Probstzellaer Straße 21
98744;EDEKA Sommer;Schneidemühlenweg 17
98746;Tegut;Schwarzburger Straße 14
99084;Tegut;Anger 74-75
99084;Nahkauf;Bahnhofstraße 11
99084;Clärchen;Meienbergstraße 10
99084;Alnatura;Bahnhofstraße 4a
99084;Tegut;Gorkistraße 11a
99084;nestling;Johannesstraße 103
99085;nahkauf Franz;Theo-Neubauer-Straße 19
99085;Aldi Nord;Schlachthofstraße 23
99085;Netto;Ernst-Neufert-Weg 1
99085;Netto;Thälmannstraße 3
99085;Babas Big Bazar;Am Alten Nordhäuser Bahnhof 23
99085;Imkerei Kremiger Klaus;GA Saline 181
99085;Lidl;Eugen-Richter-Straße 28
99086;Rewe;Eislebener Straße 1
99086;Netto;Friedrich-Engels-Straße 62 a
99086;Rewe;Ammertalweg 1
99086;LandMarkt Bioladen;Magdeburger Allee 53
99086;Lidl;Eislebener Straße 4
99086;Penny;Stauffenbergallee 13
99086;Norma;Stauffenbergallee 5
99087;Rewe;Karl-Reimann-Ring 13
99089;Rewe;Mainzer Straße 39
99089;netto;Wermutmühlenweg 52c
99089;Mix Markt;Riethstraße 1a
99089;nahkauf;Waidmühlenweg 9
99089;Edeka;Hieronymus-Schröter-Straße 2
99089;Norma;Lowetscher Straße 1 a
99091;Netto;Moskauer Platz 20
99091;Edeka;Moskauer Platz 1
99091;ALDI;Scheidemantelweg 9
99091;ALDI Nord;Berliner Platz 4
99091;Lidl;Grenzweg 10
99092;Netto;Orionstraße 1
99092;Edeka;Beim Bunten Mantel 1
99092;Norma;Am Rosenberg 3
99092;Bauern Hofladen;Höhenweg 125
99094;nahkauf;Mühlgarten 2
99094;EDEKA Markt Halecker;Bischlebener Straße 11
99094;Nahkauf;Geratalstraße 59
99096;Netto;Geibelstraße 27
99096;nahkauf;Robert-Schumann-Straße 12
99097;Rewe;Am Drosselberg 47
99097;Kaufland;Kranichfelder Straße 103
99098;Globus;Weimarische Straße 117
99098;diska Erfurt-Kerspleben;Zur Weißen Scheune 6
99099;Lidl;Scharnhorststraße 66
99099;Edeka;Hans-Grundig-Straße 28
99099;Rewe;Scharnhorststraße 62-64
99099;Nahkauf;Geraer Straße 20a
99099;Kaufland;Kranichfelder Straße 103
99100;tegut...;Bahnhofstraße 9
99189;Netto;Erfurter Straße 46
99189;Norma;Siedlungsweg 6
99189;Edeka;Erfurter Straße 40
99189;Rewe;Siedlungsweg 1
99192;Netto;Sülzenbrücker Straße 8
99192;EDEKA;Straße des Friedens 22a
99192;Nahkauf;Ingerslebener Straße 1a
99310;Rewe;Goethestraße 28
99310;Aldi;Ichtershäuser Straße 47-49
99310;Rewe;Ichtershäuser Straße 49
99310;Edeka;Dr.-Mager-Straße 1
99310;Netto Marken-Discount;Rehestädter Weg 2
99310;Kaufland;Alfred-Ley-Straße 8
99310;Netto Marken-Discount;Angelhäuser Straße 2
99310;Lidl;Ichtershäuser Straße 32a
99326;Nahkauf;Teichgartenstraße 2
99326;Nahkauf;Feldstraße 
99326;NORMA;Ilmenauer Straße 6
99326;Netto;Weimarische Straße 56a
99330;Rewe;Waldstraße 1
99330;Netto;Bahnhofstraße 77
99338;nahkauf;In der Aue 11
99423;Rewe;Theaterplatz 2a
99423;Heyer Nahkauf;Steubenstraße 2
99423;Pho Co;Kaufstraße 1
99423;Lidl;Erfurter Straße 49a
99423;Aldi;Jean-Sibelius-Straße 24
99423;Nahkauf;Röhrstraße 21
99423;Edeka;Erfurter Straße 31
99425;tegut;Rainer-Maria-Rilke-Straße 41
99425;Nahkauf Heyer;Leonhard-Frank-Straße 
99425;real;Landhausallee 7
99425;nahkauf Loch;Taubacher Straße 47
99425;Edeka Markt Richter;Lyonel-Feininger-Straße 22
99425;Tegut;Damaschkestraße 1
99427;REWE Center;Ernst-Busse-Straße 1
99427;Netto;Buttelstedter Straße 6
99427;Netto;Erfurter Straße 84
99427;Aldi;Marcel-Paul-Straße 156a
99427;Netto;Marcel-Paul-Straße 63
99427;Rewe;Straßburger Platz 1
99427;Penny Markt Weimar;Marcel-Paul-Straße 48b
99427;Lidl;Rießnerstraße 20
99427;Rewe;Bruno-Apitz-Straße 5
99427;Rewe;Marcel-Paul-Straße 57
99428;Nahkauf Heyer;Kastanienallee 3
99438;Rewe;Bahnhofstraße 15
99438;Lidl;Walpertalstraße 2
99438;Edeka;Weimarische Straße 21
99439;Rewe;Schwerstedter Straße 3
99441;Nahkauf;Taubacher Straße 2a
99441;Edeka;Karl-Freyberg-Straße 12
99444;Aldi;August-Bebel-Straße 12
99444;Getränkeshop;August-Bebel-Straße 9
99444;Rewe;Waldecker Straße 7
99444;Netto Marken-Discount;Paulinenstraße 6a
99448;Netto Marken-Discount;Erfurter Straße 2
99448;Rewe;Erfurter Straße 3
99510;Kaufland;Bernhard-Prager-Gasse 1
99510;Aldi;Am Weimarer Berg 1
99510;Netto-Markt;Robert-Koch-Straße 10
99510;Lidl;Buttstädter Straße 3
99510;REWE-Markt;Straße des Friedens 2
99510;Rewe;Utenbacher Straße 18
99518;Netto;Auf dem Walzel 3
99610;Edeka Pohl;Straße der Einheit 15
99625;Aldi;Weimarische Straße 1
99625;Netto;Brückentor 10b
99625;Penny;Johannistor 2
99628;Lidl;Roßplatz 1-3
99631;Norma;Ulmenallee 1
99634;Netto Marken-Discount;Fabrikstraße 11
99636;tegut;Carl-Zeiss-Ring 5
99636;EDEKA;Untertorstraße 35
99638;EDEKA;Im Rieth 4
99713;Edeka;Bachstraße 8
99713;Netto Marken-Discount;Sondershäuser Straße 20
99713;Rewe;Sondershäuser Straße 16
99718;Penny;Lindenstraße 56
99718;Lidl;Am Rittertor 1
99734;EDEKA Fuchs;Töpferstraße 19
99734;Groschen-Markt;An der Salza 7
99734;Aldi;Stolberger Straße 134
99734;Naturkost Apel;Spiegelstraße 3
99734;NORMA;Grimmelallee 10
99734;Thomas Phillips Sonderposten;Hallesche Straße 30
99734;Aldi;Wilhelm-Raabe-Straße 1
99734;Marktkauf;Darrweg 67
99734;Lidl;Reichsstraße 16
99734;Lidl;Hallesche Straße 49
99734;Tegut;Straße der Opfer des Faschismus 44
99734;Netto;Zu den Steinkreuzen 1
99734;Edeka;Gottfried-Erich-Rosenthal-Straße 8
99734;Netto;Neustadtstraße 2
99734;Netto;Hallesche Straße 97
99734;Rewe;Bochumer Straße 159
99734;NETTO;Gerhart-Hauptmann-Straße 7
99735;Edeka;Sondershäuser Straße 3
99735;Edeka;Sandweg 3
99752;Rewe;Lindenstraße 15
99752;Edeka;Karl-Liebknecht-Straße 40
99752;NORMA;Nordhäuser Straße 119
99755;Groschenmarkt;Austraße 19
99755;PENNY;Walkenrieder Straße 8
99755;EDEKA Neukauf;Scharffestraße 10
99759;Rewe;Halle-Kasseler-Straße 57
99759;Norma;Am Bahndamm 7
99765;Rewe;Straße der Einheit 123
99765;Edeka-Markt Heinemann KG;Karl-Marx-Straße 38
99768;Edeka;Hohnsteiner Straße 1
99768;Getränkemarkt;Karl-Liebknecht-Straße 1
99817;Aldi;Altstadtstraße 2
99817;;Altstadtstraße 11
99817;Norma;Rennbahn 76
99817;Netto;Alexanderstraße 61
99817;Nahkauf;Nordplatz 7
99817;Tegut;Nordplatz 20
99817;Kaufland;Neue Wiese 1
99817;Thomas Philipps Sonderposten;Neue Wiese 1
99817;LIDL;Clemdastraße 5
99817;Norma;Gothaer Straße 1
99817;Nahkauf;Kasseler Straße 79
99817;Netto;Karl-Marx-Straße 61
99817;Netto;Kupferhammer 39
99817;Lidl;Am Stadtweg 6
99819;Netto;Bahnhofstraße 26
99820;Edeka;Hauptstraße 90
99826;Rewe;Feldstraße 10
99830;EDEKA;An der alten Gemeinde 6
99830;REWE Regiemarkt GmbH Ost;Gartenstraße 1c
99831;tegut...;Bahnhofstraße 35
99831;Rewe;Bahnhofstraße 88
99834;Netto;Landstraße 51
99837;Rewe;Werrastraße 5
99837;Norma;Wildecker Straße 15
99842;Penny Markt;Bahnhofstraße 40
99842;Netto;Burgstraße 13a
99846;Nahkauf;Am Rötelstein 3
99848;ALDI;Am Rotberg 50
99848;Netto;Ruhlaer Straße 42
99848;Rewe;Gothaer Straße 65
99867;nahkauf;Gerrit-Engelke-Straße 5
99867;Aldi;Coburger Platz 2
99867;Rewe;Coburger Platz 3
99867;Lidl;Damaschkestraße 33
99867;Thomas Philipps Sonderposten;Rudloffstraße 21
99867;Netto Marken-Discount;Bertha-Schneyer-Straße 5-7
99867;Real;Schubertstraße 20
99867;Kaufland;Bürgeraue 2
99867;Penny;Reinhardsbrunner Straße 1
99867;Rewe;Oststraße 
99867;Netto;Parkstraße 
99867;Norma;Parkstraße 9a
99867;Netto;Oststraße 36
99867;Tegut;Weimarer Straße 120 a
99867;tegut;Leinastraße 78
99867;Netto;Mariengasse 2
99867;Lidl;Schöne Allee 14
99867;Netto;Eschleber Straße 24
99867;Rewe;Europakreuzung 1a
99869;Netto;Am Oberried 7
99869;tegut;Am Sportplatz 22
99869;Nahkauf;Eberstädter Straße 1
99880;Nahkauf;Johann-Matthäus-Bechstein-Straße 30
99880;Netto;August-Trinius-Straße 18
99880;Hofladen Siloah;Gutsallee 4
99880;Mein Markt;Lindenplatz 4
99880;tegut;Ohrdrufer Straße 44
99885;Rewe;Suhler Straße 12
99885;ALDI;Zur alten Ziegelei 1-3
99885;tegut;Marktplatz 13
99885;LIDL;Bahnhofstraße 34
99885;Lebensmittelvielfalt Löhr;Bahnhofstraße 34
99887;Edeka;Georgenthaler Straße 48
99887;Netto;Bahnhofstraße 17
99891;Nahkauf;Reinhardsbrunner Straße 40
99891;Norma;Inselsbergstraße 70
99891;Netto;Langenhainer Straße 38a
99894;Nahkauf;Friedrichstraße 5
99894;Norma;Bebraer Straße 1
99894;Lidl;Bahnhofstraße 38
99894;Edeka;Bahnhofstraße 32a
99897;Netto;Hauptstraße 1
99897;Rewe;Bahnhofstraße 12 a
99947;EDEKA;Friedrich-Hahn-Straße 41
99947;Netto;Tonnaer Straße 46
99947;Netto;Hannoversche Straße 40
99947;Kaufland;Lindenbühl 11
99955;E aktiv markt Becker;Bahnhofstraße 77a
99955;PENNY;Bahnhofstraße 94
99955;Rewe;Schützenplatz 1
99955;Tegut;Anger 55
99955;Thomas Phillips Sonderposten;Oberriedsweg 
99955;Norma;Kleinvargulaer Straße 3
99958;Netto;Erfurter Straße 2
99974;Edeka;Volkenröder Straße 13
99974;Rewe;Kreuzgraben 8
99974;Aldi;Kreuzgraben 5
99976;Edeka Wagner;Mühlhäuser Straße 37a
99976;Thomas Philipps Sonderposten;Dörnaer Weg 5
99986;Edeka;Eisenacher Landstraße 7
99988;E aktiv markt Schindewolf;Hauptstraße 16
99991;Rewe;Mühlhäuser Straße 18
99991;Edeka;Am Schießufer 4
99996;EDEKA;Bergstraße 2
99996;Norma;Holzthalebener Straße 11
99996;GETRÄNKE QUELLE;Holzthalebener Straße 11
39356;NP-Markt;An der Burg 4
39356;EDEKA Gieseke;Wilhelm-Suder-Straße 3
39359;Penny;Amtsweg 11
39365;Netto;Ovelgünner Straße 
39365;ALDI;Ovelgünner Straße 
