plz;supermarkt;adresse
25718;EDEKA-aktiv Markt Arne Petersen;Hafenstraße 124
25746;E Center Frauen;Hamburger Straße 145
25746;Lidl;Von-Humboldt-Straße 1
25746;Aldi;Am Ruthenstrom 2
25746;Kaufland;Marschstraße 1
25746;Famila;Fritz-Thiedemann-Ring 40
25746;Lidl;Schanzenstraße 9
25746;Marktkauf;Hafenstraße 2
25746;ALDI;Fritz-Thiedemann-Ring 40
25746;Lidl;Meldorfer Straße 151
25746;Netto Marken-Discount;Waldschlößchenstraße 95
25746;Netto Marken-Discount;Husumer Straße 84
25746;Aldi Nord;Hamburger Straße 143
25761;Edeka A. Jensen;Alleestraße 6
25761;Netto Marken-Discount;Heider Straße 24
25761;Edeka A. Jensen;Heider Straße 2a
25761;LIDL;Heider Straße 6
25761;Edeka A. Jensen;Nordseestraße 16
25761;PENNY;Heider Straße 19
25761;ALDI;Heider Straße 2 b
25764;Rewe;Schülper Chaussee 1
25764;ALDI;Bahnhofstraße 20
25764;Edeka aktiv Markt Voigt;Poststraße 11
25764;Netto Marken-Discount;Büsumer Straße 12
25767;EDEKA aktiv markt Maron;Karkloh 14
25767;LIDL;Süderstraße 38 b
25774;Rewe;Koogchaussee 30
25779;Rewe;Tellingstedter Straße 2
25779;Netto Marken-Discount;Tellingstedter Straße 11
25782;Rewe;Hauptstraße 5
25782;ALDI;Hauptstraße 5b
25785;EDEKA Hingst;Hauptstraße 24a
25813;Bazar frisch & fein;Norderstraße 23
25813;Lidl;Dieselstraße 9
25813;Edeka;Großstraße 15-17
25813;Netto Marken-Discount;Marienhofweg 119
25813;Penny;Siemensstraße 47-49
25813;Rewe;Marienhofweg 33
25813;Markant;Marktstraße 2-3
25813;Alfurat Market;Norderstraße 14
25813;Rewe;Bredstedter Straße 39
25813;Vivo Naturkost;Süderstraße 46
25813;Netto Marken-Discount;Osterhusumer Straße 39
25813;Aldi;Ostenfelder Straße 70
25813;MarktTreff Alte Schule Schwesing;Schulstraße 11
25813;Husumer City Market;Norderstraße 40
25813;Nah & Frisch;Nordseestraße 31
25821;Biomarkt Vivo;Hohle Gasse 31
25826;Rewe;Nordergeest 2
25826;Edeka-Zentralmarkt Johst;Dorfstraße 25
25826;Aldi;Nordergeest 4a
25826;Lidl;Nordergeest 3
25832;Rewe;Dithmarscher Straße 1
25832;ALDI;Friedrichstädter Chaussee 36
25832;Netto Marken-Discount;Herzog-Philipp-Allee 8
25832;Lidl;Dithmarscher Straße 7
25836;Pioch Edeka;Süderstraße 
25836;Netto Marken-Discount;Welter Straße 3
25840;Rewe;Witzworter Straße 2
25842;Aldi Nord;Dorfstraße 4
25842;EDEKA Steensen;Dorfstraße 4a
25845;Frischemarkt Thomsen EDEKA;Osterdeich 3
25845;Nahkauf;Schulweg 6
25849;Hansi Koopmann/Markant nah & frisch Petersen;Nordermitteldeich 40
25849;Edeka Popall;Tammensiel 20
25866;Nahkauf;Hauptstraße 14
25872;Edeka Frischemarkt;Hauptstraße 29
25879;Ihr Kaufmann;Am Markt 6
25884;Markant Markt Marco Thomsen;Westerende 4-6
25899;Penny;Zum Stellwerk 4c
25899;Rewe;Zum Stellwerk 1
25899;Edeka Neukauf Lück;Uhlebüller Straße 6
25899;Aldi Nord;Hauptstraße 75
25899;Jawoll Restpostenmarkt;Bahnhofstraße 30
25917;Edeka Lück;Hauptstraße 28
25917;Famila;Industriestraße 13
25917;Lidl;Industriestraße 28
25917;Aldi Nord;Rudolf-Diesel-Straße 1a
25917;Dorfladen;Spierling 7
25923;EDEKA Zentralmarkt;Westerstraße 1
25923;Rewe;Hauptstraße 36
25923;Calle Grenzshop;Norderstraße 1
25923;Aldi;Hauptstraße 6
25923;Fleggaard;Hauptstraße 64
25923;Priss;Hauptstraße 58
25923;fakta;Hauptstraße 62
25924;Markant;Am Bahnhof 4
25926;Grenzhandel;Pepersmarker Weg 4a
25926;Frischemarkt Friedrichsen;Poststraße 2
25927;fakta;Dorfstraße 5
25927;Fleggaard;Dorfstraße 3
25927;Calle;Rosenkranzer Straße 34
25927;Bager Andersen;Dorfstraße 14
25938;Rewe;Koogskuhl 2
25938;Edeka Frischemarkt Nissen;Jaardenhuug 9
25938;Kaufhaus Südstrand;Osterstraße 3
25938;Edeka Frischemarkt Hückstedt;Jens-Jacob-Eschel-Straße 27
25938;Edeka aktiv markt Knudtsen;Boldixumer Straße 13-15
25938;LIDL;Hemkweg 6
25946;Edeka Bendixen;Uasterstigh 16
25946;Bio Düne;Inselstraße 24
25946;Frischemarkt Marcussen;Inselstraße 18
25946;Edeka Frischemarkt Norddorf;Lunstruat 5
25946;Frischemarkt Amrumer Zentralmarkt;Inselstraße 28
25980;Nah & Frisch Laß;Norderstraße 106
25980;Famila;Industrieweg 1
25980;Edeka;Andreas-Nielsen-Straße 3
25980;denn's Biomarkt;Kiarwai 3
25980;Netto Marken-Discount;Kiarwai 7
25980;Edeka;Bi Miiren 17
25980;E aktiv markt Biallas;Maybachstraße 1
25980;Aldi Nord;Keitumer Landstraße 21
25980;Lidl;Kiarwai 18-24
25980;Rewe;Industrieweg 13
25980;Edeka Johannsen;Munkmarscher Chaussee 6
25980;E neukauf Rasmussen;Strandstraße 22
25980;Rewe;Kiarwai 2
25992;Edeka;Hafenstraße 2a
25996;Edeka;Berthin-Bleeg-Straße 17
27498;Edeka;Siemensterrasse 170
27498;Edeka;Kirchstraße 605
27498;Bastis Falm-Markt;Wyker Weg 319
66111;Yülsel;Viktoriastraße 14
66111;Netto;Preußenstraße 17
66111;BioFrischMarkt;Dudweilerstraße 87-89
66111;Netto Marken-Discount;Dudweilerstraße 48
66113;Mix Markt;Dresdener Straße 2
66113;Lidl;Am Torhaus 45
66113;Aldi;Am Torhaus 43
66113;Norma;Jägersfreuder Straße 62
66115;Accord;Käthe-Kollwitz-Straße 16
66115;Aslan Markt;Malstatter Markt 3
66115;Kunzler;Bergstraße 2
66115;Yüksel Markt;Breite Straße 51
66115;Jleilati;Breite Straße 14
66115;Ornina orientalische Lebensmittel;Breite Straße 10
66115;netto;Margarethenstraße 17b
66115;Lidl;Im Rotfeld 1
66117;Netto Marken-Discount;Hohenzollernstraße 23
66117;EDEKA aktiv markt Fuchs;Hirtenwies 5
66117;ALDI Süd;Hohenzollernstraße 93
66117;EDEKA Bismor;Heuduckstraße 68
66117;Netto;Gersweilerstraße 62
66117;Aldi Süd;Hirtenwies 4
66119;Nah und Gut Bismor;Spichererbergstraße 102-104
66119;BioFrischMarkt;Präsident-Baltz-Straße 2
66119;Netto;Lerchesflurweg 16
66119;EDEKA Lonsdorfer;Koßmannstraße 15
66121;Aldi;Breslauer Straße 1a
66121;Edeka Lonsdorfer;Mainzer Straße 64
66121;Netto City;Brandenburger Platz 1
66121;SAIGON Asia Supermarket;Straße des 13. Januar 10
66121;Real;Breslauer Straße 1a
66121;Penny SB - Sankt Johann;Mainzer Straße 120
66121;Lidl;Mainzer Straße 276
66121;Lidl;Halbergstraße 3
66121;ALDI;Halbergstraße 5
66123;Netto;Meerwiesertalweg 27
66123;Campus Markt;Campus C5 5
66123;Netto;Hauptstraße 109
66125;Aldi Süd;Sulzbachtalstraße 157
66125;Real;Fischbachstraße 121
66125;Lidl;Sulzbachtalstraße 86-90
66125;Netto City;Liesbet-Dill-Straße 2
66125;Edeka Kunzler;Sulzbachtalstraße 165
66126;Norma;Provinzialstraße 58
66128;Netto;Hauptstraße 253
66128;Wasgau;Hauptstraße 196
66128;ALDI;Hauptstraße 10
66130;Edeka Hammes;Saarbrücker Straße 110
66130;Globus Güdingen;Wolfsau 4
66130;Netto;Provinzialstraße 4
66130;Aldi;Bühler Straße 18
66133;Rewe;Kaiserstraße 
66265;Rewe;Am Bahnhof 1
66265;ALDI Süd;Trierer Straße 155
66271;Samos Welt;Elsässer Straße 3
66271;Rewe;Elsässer Straße 74
66271;Lidl;Elsässer Straße 76
66271;Bliestal-Markt;Wendalinusstraße 4
66271;Edeka Lonsdorfer;Konrad-Adenauer-Straße 6
66271;Aldi;Elsässer Straße 72
66280;Lidl;Quierschieder Weg 3b
66280;Aldi;Mellinweg 12
66280;Edeka;Quierschieder Weg 2c
66280;s Emma;Hochstraße 63
66280;Netto;Sulzbachtalstraße 229
66287;Wasgau;Mühlenbergstraße 32
66292;BioFrischMarkt;Saarbrücker Straße 20
66292;Kaufland;Saarbrücker Straße 262
66292;Lidl;Walter-Wagner-Platz 1
66292;Wasgau;Walter-Wagner-Platz 2
66299;Lidl;Saarbrücker Straße 1c
66299;Wasgau;Untere Hofwiesen 1
66333;nah und gut;Völklinger Straße 71
66333;Globus;Rathausstraße 53
66333;Aldi Süd;Parkstraße 4
66333;Aldi;Im Betzen 1
66333;Kaufland;Hallerstraße 21
66333;Edeka;Pasteurstraße 8
66333;Lidl;Neptunstraße 104
66333;Lidl;Zechenstraße 7
66333;Netto;Straße des 13. Januar 302
66333;Edeka Lorenz;Am Hammergraben 3
66333;Lidl;Am Hammergraben 7
66333;Aldi Süd;Am Hammergraben 5
66333;Norma;Völklinger Straße 29-31
66333;nah und gut;Hauptstraße 134
66333;LIDL;Straße des 13. Januar 213
66333;Netto;Am Finanzamt 5
66333;Ensar Market;Hofstattstraße 36
66346;Wasgau;Eisenbahnstraße 19
66352;Aldi Süd;Am Mühlenbach 3
66352;Lidl;Ludweilerstraße 32
66359;Aldi;Kantstraße 8
66359;Lidl;Saarbrücker Straße 203
66359;Netto;Saarbrücker Straße 179
66386;Netto;Kohlenstraße 72
66386;LIDL;Industriestraße 2
66386;Aldi;Oststraße 82
66386;Lidl;Oststraße 70
66386;Edeka;Oststraße 90
66386;Edeka;Gartenstraße 152
66386;BioFrischMarkt;Kohlenstraße 15b
66399;Edeka Schuck;Große Heide 1
66424;BioFrischMarkt;Mannlichstraße 16
66424;Globus Homburg-Einöd;Neunmorgenstraße 8-12
66424;Real;Robert-Bosch-Straße 1
66424;Aldi Süd;Berliner Straße 120
66424;Lidl;Am Stadtbad 1
66424;Edeka Bittner;Mannlichstraße 20
66424;Lidl;Robert-Bosch-Straße 5
66424;Penny;Am Vierherrenwald 2
66424;Mix Markt;Am Zweibrücker Tor 12
66424;Aldi Süd;Am Stadtbad 15
66424;Edeka;Ortsstraße 36-38
66424;Edeka Lieblang;Cranachstraße 30
66424;Netto Marken-Discount;Saarbrücker Straße 80
66424;Netto Marken-Discount;Berliner Straße 82
66424;Netto Marken-Discount;Heinrich-Spoerl-Straße 2
66440;Netto;Langwiese 4
66440;Aldi;Saar-Pfalz-Straße 63
66440;Fundgrube;Saar-Pfalz-Straße 2B
66440;Lidl;Florianstraße 12
66440;Naturkost Blieskastel;Bahnhofstraße 3a
66440;Wasgau;Bezirksstraße 41a
66440;Edeka;Homburger Straße 20
66440;Aldi;Bliestalstraße 114
66440;Netto;Florianstraße 22
66450;ALDI;Kleinottweilerstraße 75
66450;real,-;Poststraße 1
66450;Lidl;Hochstraße 6
66450;Rewe;Hochstraße 8
66450;Naturzweig Biomarkt;Bahnhofstraße 19
66459;Netto;Im Dintental 2
66459;Wasgau;Hauptstraße 55
66459;Aldi;Konrad-Zuse-Straße 4
66459;Wasgau;Goethestraße 66c
66459;Norma;An den Kirschbäumen 1
66538;Lidl;Westspange 1
66538;Rewe;Mantes-La-Ville-Platz 8
66538;Lidl;Bliesstraße 68
66538;Cennet Markt;Langenstrichstraße 14
66538;Posten Börse;Wellesweilerstraße 78
66538;Edeka Wahlen;Ringstraße 2
66538;Kaufland;Kirkeler Straße 50
66538;Aldi Süd;Irrgartenstraße 15
66538;Penny;An der Alten Ziegelei 5
66538;BioFrischMarkt;An der Alten Ziegelei 11
66539;SB-Markt Ruffing;Kohlhofweg 4
66539;Aldi Süd;Untere Bliesstraße 63A
66539;Netto;Untere Bliesstraße 61b
66540;ALDI;Schillerstraße 47
66540;Lidl;Schillerstraße 38
66540;Netto;Kuchenbergstraße 194
66557;LIDL;Illinger Straße 126
66557;ALDI SÜD;Illinger Straße 110
66564;Aldi;Brunnenweg 8
66564;Edeka Philippi;Maria-Juchacz-Ring 2
66564;Penny;Saarbrücker Straße 72
66571;Backschwestern-Laden;Juchem-Straße 25
66571;LIDL;Rathausstraße 115
66571;Wasgau;Am Markt 36
66571;Edeka Aktivmarkt;Hauptstraße 74A
66578;Aldi;Am Bergwerk Reden 9
66578;Lidl;Kreisstraße 4
66578;Netto;Schulstraße 23
66578;Netto;Auf der Brück 3
66583;Lidl;Lindenstraße 3b
66583;Edeka;Hauptstraße 82a
66583;netto;Fichtenstraße 2
66583;ALDI;Hauptstraße 80a
66589;Lidl;Quierschieder Straße 15
66589;Aldi;Quierschieder Straße 17
66589;Wasgau Markt;Im Solch 2
66589;Rewe;Schulstraße 93
66589;Rewe;Auf Pfuhlst 1
66606;Globus SB-Warenhaus;Am Wirthembösch 5
66606;Lidl;August-Balthasar-Straße 6
66606;Aldi;Eisenbahnstraße 6
66606;Aldi;Jahnstraße 12
66606;Globus FMZ / Getränkemarkt;Dortmunder Straße 2
66606;Edeka xpress;Kuseler Straße 1
66620;Penny;Hochwaldstraße 27
66620;Kaufhaus Becker;Hauptstraße 16
66625;Edeka Schäfer;Saarbrücker Straße 2a
66625;"EDEKA ""nah und gut Schäfer""";Nahestraße 26
66625;Neu Handels Kg;Bahnhofstraße 3
66625;Netto;Saarbrücker Straße 25a
66629;Aldi;Bahnhofstraße 41
66629;Lidl;Bahnhofstraße 54
66636;ALDI;St.Wendeler Straße 2
66636;LIDL;St.Wendeler Straße 13
66636;Edeka;St.Wendeler Straße 11
66636;nah und gut Groß;Theeltalstraße 10
66636;WASGAU;Primstalstraße 24
66640;ALDI;Allerburg 17
66640;Edeka aktiv Markt Schneider;Allerburg 15
66646;Norma;Alsweilerstraße 62a
66646;EDEKA;Am Kirmesplatz 6
66649;Edeka Schneider;Im Brühl 15
66663;Lupine;Friedrichstraße 1
66663;La Naturelle;Wagnerstraße 20
66663;Kaufland;Rieffstraße 12
66663;ALDI Süd;Rieffstraße 9
66663;LIDL;Rieffstraße 7a
66663;Netto;Trierer Straße 227
66663;Netto Marken-Discount;Torstraße 51
66663;Rewe;Provinzialstraße 63
66679;La Naturelle;Haagstraße 16
66679;Globus;Haagstraße 60
66679;Aldi;Haagstraße 50
66679;Lidl;Haagstraße 14a
66687;Aldi;Poststraße 40
66687;Netto;Im Brühl 7
66687;LIDL;Bahnhofstraße 20
66687;Wasgau Frischemarkt;Saarbrücker Straße 2
66693;Rewe;Moselstraße 70
66693;Aldi;Britter Straße 20h
66693;WASGAU;Britter Straße 20G
66701;Edeka Kaiser;Talstraße 266
66701;… nah und gut Scherrmann;Pfarrer-Clotten-Weg 6
66701;Rewe;Parkstraße 8
66701;Netto Marken-Discount;Dillinger Straße 12
66706;Rewe;Bahnhofstraße 93-95
66706;Norma;Trierer Straße 55
66706;Penny;Trierer Straße 47
66706;Aldi;Trierer Straße 41
66706;Lidl;In der Dörrwiese 2
66706;Rewe;Trierer Straße 43
66706;Aldi;Erlenweg 8
66709;Netto;Trierer Straße 40a
66740;BioFrischMarkt;Lisdorfer Straße 14
66740;Globus;Dieselstraße 3
66740;Aldi Süd;Bahnhofsallee 4a
66740;Rewe;Provinzialstraße 4
66740;Wasgau / Fressnapf;Saarbrücker Straße 91E
66740;Ludwig Schokolade Werksverkauf;Lebacher Straße 20
66740;Lidl;Wallerfanger Straße 59
66740;Lidl;Am Kirchenbach 44
66740;EDEKA Chiarello;Metzer Straße 42
66740;Dogan Market;Bahnhofstraße 7
66740;Netto;Bahnhofstraße 20c
66740;CAP Markt;Schulstraße 7
66763;ALDI;Schulstraße 8
66763;Kaufland Dillingen;Daimlerstraße 4
66763;Rewe;Jahnstraße 17
66763;Lidl;Siemensstraße 2
66763;Netto;Merziger Straße 77
66763;Aldi;Siemensstraße 1
66773;Aldi;Zur Langelänge 1
66773;Netto;Zur Langelänge 16
66773;Lidl;Ensdorfer Straße 73-77
66773;Fressnapf;Zur Langelänge 14
66773;EDEKA Berghoff;Bachtalstraße 113
66773;Edeka Kunzler;Hauptstraße 96
66780;Edeka - Fuchs;Wallerfanger Straße 60
66780;Aldi;In Dürrfeldslach 1
66780;Rewe;Hauptstraße 35
66780;Penny;Nordstraße 1
66787;Netto;Provinzialstraße 160
66787;Rewe;Wendelstraße 81
66787;Edeka;Hauptstraße 50
66787;Aktiv Markt;Provinzialstraße 28
66787;Aldi;Provinzialstraße 9
66793;EDEKA-Aktiv Markt;Dorfstraße 10
66793;Rewe;Werner-von-Siemens-Straße 3
66802;Aldi;Langwies 1
66802;Lidl;Langwies 4
66802;Netto;Langwies 2
66806;Edeka;Walter-von-Rathenau Straße 2a
66809;Norma;Saarwellinger Straße 2a
66822;Aldi Süd;Auf dem Graben 1
66822;Kaufland;Poststraße 9
66822;LIDL;Auf dem Graben 12
66839;Netto Marken-Discount;Hüttersdorfer Straße 15
01067;Konsum;Annenstraße 12
01067;VG Bio-Markt;Jahnstraße 5a
01067;Jasmina - Orientalische Lebensmittel;Ringstraße 5
01067;Aldi;Webergasse 1
01067;Rewe;Webergasse 1
01067;denn's Biomarkt;Webergasse 1
01067;Rewe City;Schweriner Straße 12
01067;Bio Company;Postplatz 2
01067;Rewe City;Wallstraße 2
01067;Netto Marken-Discount;Menageriestraße 10
01069;CAP-Markt;Pillnitzer Straße 34
01069;Rewe;Friedrich-List-Platz 2
01069;Lidl;Grunaer Straße 5
01069;Lidl;Wiener Platz 4
01069;Netto;Schnorrstraße 46
01069;Aldi;Uhlandstraße 5
01069;NETTO;Lindengasse 8
01069;KONSUM;Leubnitzer Straße 8
01069;Lidl;Budapester Straße 26a
01097;Lidl;Schlesischer Platz 1
01097;Netto Marken-Discount;Rudolf-Leonhard-Straße 12
01097;VG Bio-Markt;Fritz-Reuter-Straße 32
01097;NM9 Shop & Lounge;Neustädter Markt 9
01097;Aldi;Antonstraße 2a
01097;Edeka Simmel;Antonstraße 2a
01097;Lidl;Hansastraße 50
01097;Netto Marken-Discount;Johann-Meyer-Straße 5
01099;Konsum;Waldschlößchenstraße 2
01099;Netto Marken-Discount;Heideblick 1
01099;Netto Marken-Discount;Königsbrücker Straße 28
01099;Bio Company;Königsbrücker Straße 34
01099;Netto Marken-Discount;Kamenzer Straße 24
01099;denn's Biomarkt;Königsbrücker Straße 76
01099;Konsum;Alaunstraße 21
01099;Rewe City;Königsbrücker Straße 62
01099;Biomarkt Vorwerk Podemus;Hans-Oster-Straße 2
01099;Rewe City;Bautzner Straße 31
01099;Orient Bazar;Königsbrücker Straße 6c
01099;Istanbul Market;Bautzner Straße 24
01099;Grüntal;Kamenzer Straße 
01099;Tukwila;Bautzner Straße 16
01099;Edeka center Heeresbäckerei;Provianthofstraße 3
01108;Kaufland;Hohenbusch-Markt 1
01108;Lidl;Königsbrücker Landstraße 303
01108;Groschen Hausrat-Discount Filiale Weixdorf (DD);Radeburger Landstraße 16
01109;Rewe;Travemünder Straße 3
01109;Konsum;Sagarder Weg 1
01109;Frida;Boltenhagener Straße 71
01109;Aldi;Travemünder Straße 1
01109;Bio-Markt Vorwerk Podemus;Zur Neuen Brücke 4a
01109;Netto-Marken-Discount;Kunitzteichweg 1
01109;Lidl;Karl-Marx-Straße 20
01109;Lidl;Ludwig-Kossuth-Straße 49
01127;Edeka;Großenhainer Straße 109
01127;Netto;Weinböhlaer Straße 68
01127;Netto Marken-Discount;Großenhainer Straße 108
01127;Lidl;Leipziger Straße 76
01127;Netto Marken-Discount;Bürgerstraße 62
01129;Lidl;Großenhainer Straße 156
01129;Aldi;Döbelner Straße 132
01129;NETTO;Industriestraße 55
01129;Netto Marken-Discount;Großenhainer Straße 108
01139;Kaufland;Peschelstraße 33
01139;Netto Marken-Discount;Leipziger Straße 294
01139;Netto Marken-Discount;Overbeckstraße 38
01156;Netto Marken-Discount;Dresdner Straße 64
01156;Frida;Dresdner Straße 45
01156;Aldi;Gompitzer Höhe 5a
01157;Lidl;Cossebauder Straße 6
01157;Netto;Felix-Dahn-Weg 21
01157;Edeka;Hamburger Straße 86-88
01157;Netto;Meißner Landstraße 138
01157;Aldi;Raimundstraße 1
01159;Rewe;Kesselsdorfer Straße 22-24
01159;Netto Marken-Discount;Kesselsdorfer Straße 114
01159;LIDL;Löbtauer Straße 26
01159;Netto Marken-Discount;Tharandter Straße 41a
01159;Aldi;Tharandter Straße 40
01159;Penny;Cottaer Straße 18
01169;Mix Markt;Amalie-Dietrich-Platz 6
01169;Netto;Altgorbitzer Ring 9
01169;Netto Marken-Discount;Leutewitzer Ring 143
01169;ALDI;Kesselsdorfer Straße 158
01169;Netto Marken-Discount;Lise-Meitner-Straße 2
01169;Lidl;Omsewitzer Ring 45
01187;Frida;Nürnberger Straße 28
01187;nice day shop;Nürnberger Straße 11a
01187;Netto Marken-Discount;Nürnberger Straße 36
01187;Edeka;Nürnberger Platz 1
01187;LIDL;Chemnitzer Straße 68
01187;Netto Marken-Discount;Tharandter Straße 65
01187;Aldi;Chemnitzer Straße 28
01187;Konsum;Münchner Straße 38
01189;Netto Marken-Discount;Karlsruher Straße 46
01189;Netto Marken-Discount;Cämmerswalder Straße 4
01189;Netto;Karlsruher Straße 80
01217;Konsum;Räcknitzhöhe 33
01217;Aldi;Bulgakowstraße 7
01217;Lidl;Südhöhe 38
01219;Kaufland;Reicker Straße 60
01219;Frida;Lockwitzer Straße 15
01219;Netto;Wiener Straße 78
01219;Lidl;Strehlener Platz 1
01219;Netto Marken-Discount;August-Bebel-Straße 8
01219;VG BIO-Markt DD-Strehlen;Reicker Straße 38d
01219;Konsum;Spitzwegstraße 48
01219;Netto Marken-Discount;Goppelner Straße 36
01237;Netto Marken-Discount;Breitscheidstraße 67
01237;Aldi;Reicker Straße 97
01237;Netto Marken-Discount;Lohrmannstraße 24
01239;Lidl;Georg-Palitzsch-Straße 16
01239;Netto Marken-Discount;Langer Weg 48
01239;Netto;Prohliser Allee 4
01239;Netto Marken-Discount;Niedersedlitzer Straße 25
01239;Aldi;Fritz-Meinhardt-Straße 5
01257;Netto;Pirnaer Landstraße 154
01257;Lidl;Pirnaer Landstraße 183a
01257;Aldi;Pirnaer Landstraße 196
01257;EDEKA - Megyesi;Zamenhofstraße 6
01257;Rewe;Straße des 17. Juni 32
01259;Nah & Frisch;Niedersedlitzer Platz 6
01259;Aldi;Kleinzschachwitzer Ufer 3
01259;Netto Marken-Discount;Rathener Straße 24
01277;Lidl;Bodenbacher Straße 62a
01277;Konsum;Schandauer Straße 46
01277;Netto;Zwinglistraße 42
01277;Konsum Frida;Tolkewitzer Straße 38
01277;Edeka;Schandauer Straße 74
01277;Vorwerk Podemus;Winterbergstraße 31a
01277;Bio Company;Tolkewitzer Straße 8-10
01277;Norma;Papstdorfer Straße 27
01277;Aldi;Glashütter Straße 87
01277;Penny;Bodenbacher Straße 81b
01279;Netto;Österreicher Straße 24
01279;Lidl;Österreicher Straße 2
01279;BioMarkt Vorwerk Podemus;Alttolkewitz 26
01279;Penny;Marienberger Straße 36
01307;Konsum;Fetscherstraße 25
01307;Diska;Pfotenhauerstraße 64
01307;ALDI;Pfotenhauerstraße 7
01307;VG Bio-Markt;Elisenstraße 42
01307;Netto Marken-Discount;Tatzberg 8
01307;Lidl;Comeniusplatz 2
01307;Edeka;Holbeinstraße 60
01307;NETTO;Blasewitzer Straße 13
01309;Nahkauf;Schandauer Straße 23b
01309;VG Bio-Markt;Schandauer Straße 34
01309;Konsum;Hüblerstraße 8
01309;Penny;Dürerstraße 117
01309;LIDL;Schandauer Straße 22a
01309;Kaufland;Borsbergstraße 35
01324;Frida;Lahmannring 19a
01324;Konsum-Markt;Ullersdorfer Platz 1B
01324;Lidl;Bautzner Landstraße 112
01324;Aldi;Bautzner Landstraße 149
01324;NETTO;Bautzner Landstraße 162
01326;Konsum;Pillnitzer Landstraße 34a
01326;VG Bio-Markt;Pillnitzer Landstraße 8
01328;Netto Marken-Discount;Am Weißiger Bach 2
01328;diska;Pappritzer Straße 22
01445;Kaufland;Weintraubenstraße 31
01445;Netto Marken-Discount;Meißner Straße 281
01445;Aldi;Weinböhlaer Straße 9
01445;Rewe;Meißner Straße 475
01445;Rewe;Sidonienstraße 1
01445;Pro Natura Naturkostladen;Altkötzschenbroda 15
01445;Rewe;Meißner Straße 5
01445;Aldi;Meißner Straße 47a
01445;Konsum;Meißner Straße 116
01445;Netto Marken-Discount;Kötitzer Straße 27
01445;Lidl;Meißner Straße 41
01445;Netto Marken-Discount;Waldstraße 27
01445;Lidl;Meißner Straße 252
01454;Netto;Dresdener Straße 73a
01454;Lidl;Oberstraße 10
01454;Netto Marken-Discount;Pillnitzer Straße 36
01454;Netto Marken-Discount;Dr.-Albert-Dietze-Straße 18
01454;Norma;Dr.-Albert-Dietze-Straße 11
01454;Edeka Scheller;Pulsnitzer Straße 33
01454;Norma;An den Breiten 9
01458;Netto Marken-Discount;Gaswerkstraße 2a
01458;Netto Marken-Discount;Poststraße 1c
01458;Penny;Dresdner Straße 25a
01465;diska;Liegauer Straße 11
01468;Konsum Dresden;Waldteichstraße 15
01468;Netto Marken-Discount;Schloßallee 53
01468;Netto Marken-Discount;Großenhainer Straße 1f
01471;Rewe:XL;Großenhainer Straße 58
01471;Netto;Großenhainer Straße 39
01471;Lidl;Lindenweg 1
01477;Netto Marken-Discount;Stolpener Straße 43
01477;Lidl;Stolpener Straße 14
01558;Kaufland;Riesaer Straße 54
01558;Aldi;Dresdner Straße 33
01558;Netto Marken-Discount;Dresdner Straße 22
01558;Netto;Wildenhainer Straße 34
01558;Edeka John Scheller;Theodor-Neubauer-Straße 1
01561;Edeka;Am Bahndamm 6
01561;Netto Marken-Discount;Am Fiebig 3
01561;Lidl;Am Mart 1
01587;Netto;Friedrich-List-Straße 22
01587;Aldi;Riesapark 2
01587;Penny;Chemnitzer Straße 20
01587;Lidl;Lange Straße 46
01587;Kaufland;Hauptstraße 74-78
01587;Real;Riesapark 4
01587;Lidl;Lange Straße 46
01587;Netto;Segouer Straße 16A
01587;Netto;Karl-Marx-Ring 7
01589;Penny;Klötzerstraße 31
01589;Lidl;August-Bebel-Straße 2
01589;Nah & Frisch;Humboldtring 1
01589;Netto;Doktor-Scheider-Straße 36
01591;Rewe;Merzdorfer Straße 22
01591;Netto Marken-Discount;Alleestraße 10
01594;Unverpacktt;Boritzer Straße 1
01609;Nah & Gut Hohenberger;Fröbelstraße 20
01609;Rewe;Marktstraße 16
01609;Einkaufsmarkt Markant;Bahnhofstraße 36
01609;Norma;Marktstraße 18
01609;Aktionshaus Wreesmann - Gröditz;Gewerbering 2
01612;Netto Marken-Discount;Riesaer Straße 9
01612;Lidl;Meißner Straße 2d
01616;Netto Marken-Discount;An der alten Leimfabrik 1
01619;Aldi;Teninger Straße 5
01619;Netto Marken-Discount;Teninger Straße 2
01623;Netto;Bahnhofstraße 4
01623;Penny;Jessener Straße 2
01623;Richter Edeka Aktiv-Markt;Oschatzer Straße 4
01640;Netto Marken-Discount;Melanchthonstraße 15
01640;Kaufland;Salzstraße 16a
01640;Norma;Moritzburger Straße 84
01640;Netto Marken-Discount;Dresdner Straße 80
01640;Aldi;Salzstraße 9
01640;Edeka;Dresdner Straße 73
01662;Kaufland;Schützestraße 1
01662;Grüne Insel;Neumarkt 54
01662;NaturKaufEck;Lutherstraße 8
01662;Bioecke;Vorbrücker Straße 34
01662;Netto Marken-Discount;Ferdinandstraße 2
01662;Lidl;Poststraße 11
01662;Netto Marken-Discount;Fabrikstraße 18
01662;Diska;Zaschendorfer Straße 29
01662;Lidl;Fabrikstraße 11
01662;Aldi;Fabrikstraße 14a
01662;Penny;Rosa-Luxemburg-Straße 3/5
01662;Netto;Dresdner Straße 17
01662;Netto Marken-Discount;Ossietzkystraße 52
