plz;supermarkt;adresse
74821;Gima türkischer Supermarkt;Bahnhofstraße 1
74821;H&M;An der Bachmühle 5-7
74821;Müller Drogerie;An der Bachmühle 10
74821;NA;Neckarelzer Straße 43
74821;Rewe;NA NA
74821;denn's Biomarkt;Zwingenburgstraße 2
74842;Netto;Unterer Frohnengrund 4
74850;EDEKA Vogt;Mittelstraße 2
74858;Penny;Am Henschelberg 1
74867;Bürgermarkt Neunkirchen;Kronenstraße 11
74889;Casino;Neulandstraße 38
74906;InDrink;Talweg 4
74906;Rewe;Raiffeisenstraße 23
74912;Rewe;Daimlerstraße 7
74925;Dorfladen Epfenbach;Kreisental 2
75015;Kaufland;Diedelsheimer Höhe 1
75015;Nahkauf;Marktplatz 10
75015;Penny;Pforzheimer Straße 44-50
75015;Rewe;Pforzheimer Straße 46
75015;Serpa;Wilhelmstraße 37
75015;Tafelladen;Weißhofer Straße 65-67
75015;denn's Biomarkt;Sporgasse 10-12
75045;Netto Marken-Discount;Jöhlinger Straße 4
75045;Penny Markt;Jöhlinger Straße 162
75050;Vegativ;Schwaigerner Straße 2
75172;City Markt Pischzan;Leopoldstraße 13
75172;Kaufland;Am Mühlkanal 4
75173;Penny;Goethestraße 19
75175;Kaufland;Hohwiesenweg 2
75177;Ital. Discount;Pfälzerstraße 20
75177;Lidl;Hohenzollernstraße 11
75177;NA;Ebersteinstraße 3
75177;Netto Marken-Discount;Am Hauptgüterbahnhof 15
75177;Rewe;Hohenzollernstraße 16
75177;Rewe;Hohenzollernstraße 37
75179;Kaufland;Wilhelm-Becker-Straße 15
75179;Kliver;Karlsruher Straße 51
75179;denn's Biomarkt;Stuttgarter Straße 1
75180;Netto Marken-Discount;Carl-Schurz-Straße 52
75181;Kräher;Würmer Hauptstraße 35
75181;Mix Markt;Pillauer Straße 14
75196;NORMA;Hauptstraße 2
75217;Birke Naturkost;Hauptstraße 91
75223;EDEKA;Birkenstraße 11
75223;Netto;Brühlstraße 30
75239;Pforzheimer Kaffeerösterei Schwarzmeier e. K.;Weberstraße 52
75305;Edeka Neukauf;Schwarzwaldstraße 105
75305;Treff 3000;Bahnhofstraße 52
75328;Edeka aktiv markt Eitel;Hugo-Römpler-Straße 15-18
75328;Netto;Poststraße 20
75334;Rewe;Trifelsstraße 1
75339;Wildbader Straße;15 c(8.5840932, 48.8009794)
75365;EDEKA AKTIV-Markt;Otto-Göhner-Straße 28
75378;Netto;Pforzheimer Straße 52
75378;Radieschen Naturkost;Blumhardtstraße 17
75417;Rewe;Bahnhofstraße 71
75443;Netto;Schlattstraße 23
76131;CAP-Markt Rintheim;Forststraße 21
76131;NA;Ludwig-Erhard-Allee 14
76131;REWE René Müller;Georg-Friedrich-Straße 9
76133;Aldi Süd;Waldstraße 14-18
76133;Alnatura Super Natur Markt;Douglasstraße 28-30
76133;Damas Mall;Kaiserallee 1
76133;Edeka Lukasiewicz;Fritz-Erler-Straße 1-3
76133;Edeka Lukasiewicz;Karlstraße 46b
76133;Go Asia;Kaiserstraße 237
76133;Kim's Laden;Zähringerstraße 49
76133;Lidl;Kaiserstraße 217
76133;Reformhaus Bacher;Douglasstraße 24
76133;Rewe City;Kaiserstraße 227
76133;Xiong Di Asia Supermarkt;Fritz-Erler-Straße 1-3
76133;denn's Biomarkt;Kaiserallee 13b
76135;NA;Sophienstraße 74
76135;Penny;Scheffelstraße 1
76137;Kliver City Park;Luise-Riegger-Straße 9
76137;NA;Bahnhofplatz 4
76137;Nahkauf Dittes;Ebertstraße 40
76137;Nahkauf;Werderstraße 46-48
76137;Penny Karlsruhe City;Karlstraße 67
76137;Scheck-In Center;Rüppurrer Straße 1
76137;UNVERPACKT;Bahnhofplatz 8
76137;Yurt Market;Wilhelmstraße 35
76139;Carota Bioladen & Café;Lötzener Straße 18
76139;Netto Marken-Discount;Elbinger Straße 16
76139;Penny Waldstadt;Schneidemühler Straße 14a
76149;Edeka Rees;Grünewaldstraße 34
76149;Lidl;Am Sandfeld 1
76149;Penny Kirchfeld;An der Vogelhardt 2
76149;Rewe Siegbert Ponzer;Hermann-Höpker-Aschoff-Straße 1
76187;Edeka;Grünhutstraße 1
76187;Kräuterlädle in der Nordweststadt;Madenburgweg 16
76189;EDEKA Holzer;Wilhelm-Leuschner-Straße 65
76189;Edeka C+C Großmarkt;Durmersheimer Straße 190
76189;denn's Biomarkt;Durmersheimer Straße 143
76199;nahkauf;Ostendorfplatz 4
76227;Aldi Süd;Killisfeldstraße 46
76227;CAP-Markt;Pfinztalstraße 62
76227;Rewe;Raiherwiesenstraße 38
76227;Scheck-In Center;Marstallstraße 18
76275;Aldi Süd;Rudolf-Plank-Straße 4
76275;Alnatura;Schöllbronner Straße NA
76275;CAP-Markt;Wilhelmstraße 4c
76275;Göpi;Karlsruher Straße 12
76275;Krakus;Buchenweg 33b
76275;Netto Marken-Discount;Neue Bruchstraße 2
76275;Rana Market;Pappelweg 68
76275;Viva Vita Diabetik;Zehntwiesenstraße 64a
76287;Rewe;Nell-Breuning-Ring 18
76297;Edeka Behrens;Ringstraße 27
76307;Edeka Aktiv Markt;Im Stöckmädle 25
76307;Netto;Enzstraße 43
76316;Lidl;Sézanner Straße 39
76316;Rewe;NA NA
76327;Edeka;Hammerwerkstraße 9
76337;Aldi Süd;Talstraße 10
76337;Edeka;Ostendstraße 5
76344;Selak Delikatessen;Mannheimer Straße 1
76356;REWE Nahkauf;Bahnhofstraße 73
76359;nah und gut Eisele;Speiglerstraße 5
76437;Aldi Süd;Lützowerstraße 11
76437;Belweder - polnische Lebensmittel;Kaiserstraße 1
76437;CAN;Kaiserstraße 63
76437;KALINKA - Osteuropäische Spezialitäten + Lebensmittel;Berliner Ring 48
76437;Mix Markt;Gutenbergstraße 1-3
76437;Nahkauf;Richard-Wagner-Ring 30
76437;Penny;Richard-Wagner-Ring 56
76437;REWE Markt;Joseph-von-Eichendorff-Weg 2
76437;Reformhaus Feldmann;Kaiserstraße 24
76437;denn's Biomarkt;Karlsruher Straße 11
76437;nah und gut Liebich;Fährstraße 45
76437;nah und gut;Kaiserstraße 40
76461;Edeka;Wilhelmstraße 69
76467;Netto Marken-Discount;Alte Rathausstraße 9
76470;Edeka;Industriestraße 42
76470;Lona's Laden;Bahnhofstraße 47
76474;SB-Markt;Neuburgweierer Straße 24
76530;Kliver;Lichtentaler Straße 66
76530;Netto City;Lange Straße 65
76530;Netto City;Lichtentaler Straße 33
76530;PENNY Markt Baden-Baden;Lichtentaler Straße 60
76530;Reformhaus Bacher;Gernsbacher Straße 13
76530;Rewe To Go;Lange Straße 122
76532;CAP-Markt;Sandweierer Straße 15
76532;Kaufland;Rheinstraße 134
76532;Metro Gastro;Lärchenstraße 4
76534;Rewe To Go;Maximilianstraße 45
76547;Dorfladen Leiberstung;Leiboldstraße 68
76571;CAP-Markt;Rathausstraße 14
76571;Netto City;Luisenstraße 13
76597;Gießler´s Landmarkt;In den Kirchwiesen 3
76646;Aldi Süd;Prinz-Wilhelm-Straße 2-8
76646;Aldi Süd;Stegwiesenstraße 4
76646;Füllhorn;Prinz-Wilhelm-Straße 8
76646;Lidl;Stegwiesenstraße 1
76646;Norma;Kammerforststraße 3
76646;PENNY Supermarkt - Am Kübelmarkt;Durlacher Straße 5
76646;Rewe Center;Prinz-Wilhelm-Straße 2-8
76646;Rewe;John-Bopp-Straße 10
76646;SERPA Supermarkt;Werner-von-Siemens-Straße 34
76646;Serpa Markt;NA NA
76646;Weltladen Bruchsal Fachgeschäft für fairen Handel;Kübelmarkt 6
76669;Heidelberger Straße;c(8.6541767, 49.2223764) 5070174021
76676;Aldi Süd;Heidelberger Straße 11
76676;CAP-Markt;Karlsruher Straße 87
76676;Netto Marken-Discount;Heidelberger Straße 19
76676;Rewe;Heidelberger Straße 15
76689;Netto Marken-Discount;Bruchsaler Straße 24
76698;LIDL;Ubstadter Straße 38
76698;Rewe;Ubstadter Straße 40
76709;Edeka Heller;Kirrlacher Straße 60
76709;Norma;Kirrlacher Straße 60
77654;Penny;Moltkestraße 78-80
77656;NORMA Filiale;Schutterwälder Straße 3a
77694;Hozain;Albert-Schweitzer-Straße 2A
77694;Istanbul Market;Hauptstraße 31
77694;Kaufland;Am Sundheimer Fort 9
77694;Kohlers E Center;Blumenstraße 1
77694;La vie en Bio;Großherzog-Friedrich-Straße 4
77694;Netto Marken-Discount;Hauptstraße 108
77694;Penny;Königsberger Straße 28
77694;Rewe;Römerstraße 88
77704;Edeka - Deckers;Nußbacher Straße 37
77704;Edeka Decker's Frische center;Appenweierer Straße 42
77704;Lidl;Hammermatt 2
77704;Menken;Renchener Straße 9
77704;Rewe City;Renchener Straße 3
77723;EDEKA aktiv markt Schneider;Breslauer Straße 2
77746;Netto Marken-Discount;Schutterstraße 1/1
77767;Treff 3000;c(7.9811794, 48.5580806) 2907005869
77784;Thiem;Talstraße 60
77815;Aldi Süd;Johannes-Passage 8
77815;CAP-Markt;Bühlertalstraße 4
77815;Menken;Oberweierer Straße 1
77833;PENNY Markt Im Lindencenter;Hägenichstraße 7
77833;Safrani;Eisenbahnstraße 21
77855;Netto Marken-Discount;Hauptstraße 124
77855;Norma;Fautenbacher Straße 5-7
77855;menken;Hauptstraße 108
77855;nah und gut Scheck;Am Stadtgarten 1-3
77866;PENNY Markt Rheinau-Freistett;Baron-Kückh-Straße 2
77880;El Mundo;Friedhofstraße c(8.0910051, 48.6362258)
77886;EDEKA aktiv markt Droll;Hauptstraße 41
77889;nah und gut Huber;Ruhesteinstraße 18
77933;Sereda Markt;Schwarzwaldstraße 80
77948;Regionalwert Biomarkt Naturalia;Friesenheimer Hauptstraße 72
77955;Kaufland;Kreuzerweg 5
77960;Netto Marken-Discount;Hauptstraße 25
77975;Norma;Mahlberger Straße 8
77977;EDEKA aktiv markt Feißt;Alemannenstraße c(7.7245248, 48.2623255)
78048;E-Center;Vockenhauser Straße 15
78050;CAP-Markt;Obere Straße 16
78050;Lidl;Beim Enggäßle 1
78054;Aksa Supermarkt;Jägerstraße 7
78054;Heidmann's Reformhaus;Kronenstraße 21
78054;Kalinka;Rietenstraße 95
78054;Norma;Harzerstraße 29
78054;Woolworth;Kronenstraße 21
78056;Aldi Süd;Rottweiler Straße 110
78073;CAP-Markt;NA NA
78073;E-Center Bad Dürrheim;Schwenninger Straße 40
78073;Kaufland;Dieselstraße 1
78073;denn's Biomarkt;Carl-Friedrich-Benz-Straße 3
78120;EDEKA Bruder;Grieshaberstraße 8
78141;Renate’s Lädele;Hauptstraße 15
78166;Markant;Saverner Straße 2
78166;Norma;Bahnhofstraße 14
78166;Penny;Güterstraße 9
78187;Edeka Milkau;Kleine Breite 1
78194;Edeka;Am Freizeitzentrum 7
78194;Lidl;Am Freizeitzentrum 1
78224;Alimentari F.lli Francese;Feldstraße 61
78224;Biomarkt Denz;Erzbergerstraße 1
78224;Edeka;Freiheitstraße 23
78224;Edeka;Unter den Tannen 3
78224;Fonseca Spezialitäten aus dem Süden;Pfaffenhäule 4
78224;Lidl;Maggistraße 20
78224;Mix Markt;Berliner Straße 6
78224;Rewe;Zolltafel 4
78224;nah und gut Münchow;Brunnenstraße NA
78234;Netto Marken-Discount;Breitestraße 12
78244;ALDI Gottmadingen;Kornblumenweg 39
78244;Alnatura;Johann-Georg-Fahr-Straße 2
78256;Netto Marken-Discount;Singener Straße c(8.9207771, 47.7965523)
78315;BEZ REWE;Böhringer Straße 57
78315;Bauernmarkt;Bahnhofstraße 5
78315;Kaufland;Markthallenstraße 1
78315;Norma;Robert-Gerwig-Straße 12
78333;Aldi Süd;Weißmühlenstraße 15
78333;Lidl;Stadtwall 19
78333;Rewe;Dillstraße 2
78354;IK Markt;Seestraße 66
78357;c(9.0412106, 47.8976674) 3501118837
78462;Aldi;Bodanplatz 1
78462;Alnatura;Münzgasse 4A
78462;Edeka-Baur;Gottlieber Straße 34
78462;Fritschi Reformhaus;Sankt-Stephans-Platz 11
78462;Reformhaus Bacher;Bodanstraße 1
78462;denn's Biomarkt;Bodanstraße 19
78464;Kaufland;Zähringerplatz 9
78464;Konstanzer Landmarkt;Friedrichstraße 32
78464;Mercatino - Italiano;Staader Straße 6
78464;Penny;Sonnenbühlstraße 98
78467;Edeka Baur;Riedstraße 2
78467;Edeka-Baur;Reichenaustraße 36
78467;Lidl;Max-Stromeyer-Straße 15
78532;Nahkauf;Obere Hauptstraße 18
78532;Reformhaus Eppler;Oberamteistraße 18
78532;Reformhaus Wirth;Königstraße 12
78532;Spitzentee;Helfereistraße 4
78532;Tafelladen Tuttlingen;Möhringer Straße 14
78549;AVCI Supermarkt;Hauptstraße 134
78549;City Sportbar;Marktplatz 7
78549;Naturkost "Insel";Hauptstraße 126
78564;Lidl;Gosheimer Straße 54
78582;Netto;Tuttlinger Straße 22
78609;Netto;Schwarzwaldstraße 18
78628;Kaufland;Saline 5
78628;Norma;Kriegsdamm 7
78647;BioBrummer;Ernst-Haller-Straße 6
78647;EDEKA neukauf Trossingen;Christian-Messner-Straße 25
78647;Rewe;Butschstraße 13
78669;Nahkauf;Sonnenstraße 3
78713;Netto Marken-Discount;Heiligenbronner Straße 26
78727;Aldi Süd;Friedrich-List-Straße 2
78727;norma;Steinbeisstraße 6
78727;real;Friedrich-List-Straße 10
78733;Rötenberger Frischemarkt;Zubermoosstraße 4
79098;Aldi Süd;Schiffstraße 7
79098;Alnatura;Fahnenbergplatz 3
79098;Alnatura;NA NA
79098;Edeka;Eisenbahnstraße 58-62
79098;Edeka;NA NA
79098;Norma;NA NA
79098;Rewe;NA NA
79098;Vitalia Reformhaus;Oberlinden 2
79100;Edeka Strecker;Günterstalstraße 54a
79102;Aldi Süd;Günterstalstraße 45
79102;Beckesepp;Nägeleseestraße 4a
79102;Edeka Express;Talstraße NA
79104;Edeka;Habsburgerstraße 60-62
79104;Edeka;Hauptstraße 68
79106;Netto;Lehener Straße 23-25
79108;Alnatura;Zähringer Straße 295
79108;Edeka Barwig Frische Center;Zähringer Straße 344
79108;Vita Naturmarkt;Robert-Bunsen-Straße 6
79108;safran;Zähringer Straße 357
79110;Rewe;Breisacher Straße 147
79111;Edeka;Maxim-Gorkij-Straße 21
79112;Edeka Neukauf;Gewerbestraße 1
79114;Alternative - der Biomarkt;Dietenbachstraße 2
79114;EDEKA Danner;Sundgauallee 15
79114;MiniMix Markt;Gilgenmatten 2
79114;SMAK;Opfinger Straße 5
79117;Aldi Süd;Schwarzwaldstraße NA
79117;Die Flocke Naturkost;Heinrich-Heine-Straße 18a
79117;Naturkostladen;Moosmattenstraße 5
79117;Rewe;Schwarzwaldstraße 78
79117;frisch und fein;Schlesierstraße 2
79183;Bioladen Lobito;Damenstraße 3
79183;Der Obstladen;Lange Straße 45
79183;Edeka;Damenstraße 19
79183;Feinkost Pelen;Lange Straße 51
79183;Netto Marken-Discount;Seilmattenstraße 4-6
79183;Norma;An den Brunnenwiesen 1
79183;Reformhaus Steinhart - Bioshop;Marktplatz 8
79183;Tafel Waldkirch;Schusterstraße 26
79189;Biomarkt Bad Krozingen;Staufener Straße 23
79189;Orient Markt;Staufener Straße 8
79194;Aldi Süd;Industriestraße 22
79199;Beckesepp;Hauptstraße 8
79199;Beckesepp;Schwarzwaldstraße 20
79199;Natürlich Naturkost;Burger Platz 4
79206;Aldi Süd;Zum Kaiserstuhl 12
79206;Lidl;Zum Kaiserstuhl 2
79211;Edeka Rees;Rosenstraße 11
79215;Edeka Schindler;Freiburger Straße 47
79215;SUNNEWIRBILI Naturwaren;Hauptstraße 49
79235;Burkheimer Kräuterhof;Plonweg 2
79241;Im Stegen;1 c(7.648547, 48.039911)
79249;Hexentalstraße;49 c(7.8295967, 47.965377)
79268;Rewe;Schloßmattenstraße 5
79286;Lickert Schwarzwälder Spezialitäten;Talstraße 68
79291;Bio-fachmarkt Selinger;Winzerweg 1
79312;Asiashop;Markgrafenstraße 38
79312;Edeka xpress;Lessingstraße 21
79312;Preis-Prinz;Landvogtei 6/1
79312;REWE Markt;Freiburger Straße 2
79312;Waage Naturkost;Geyer-zu-Lauf-Straße 1-9
79348;Edeka Hipp;Helgenstöckle 2
79348;Metzgerei "Wachsschorsch";Helgenstöckle 1
79353;Aktiv Markt Rubin;Unter Gereuth 2
79359;Netto Marken-Discount;Im Kleinfeldele 4
79361;Edeka Neukauf;Alamannenstraße 5
79379;Hieber;Weilertalstraße 3
79395;Mix Markt;Müllheimer Straße 34
79423;Penny;Beiersdorfstraße 6a
79539;Norma;Wallbrunnstraße 88
79539;Rewe;Körnerstraße 14
79576;Aldi Süd;Hauptstraße 339
79576;Norma;Hauptstraße 400
79585;Aldi Süd;Gewerbestraße 5
79589;Hieber;Kanderweg 21
79618;Penny;Bahnhofplatz 5-9
79618;Reformhaus Kneer;Friedrichstraße 4
79618;Rewe;Nollinger Straße 5
79639;Alnatura;Markgrafenstraße 42a
79639;NA;Hörnle 8
79639;Penny Markt;Rheinfelder Straße 34
79650;GrünKern;Bahnhofstraße 10
79664;Aldi Süd;Öflinger Straße 39
79664;Rewe;Öflinger Straße 37
79688;nah und gut Seger;Burichweg 1
79761;E aktiv markt Fechtig;Am Viehmarktplatz 1
79761;Edeka City-Markt Prem;Hauptstraße 18
79761;Penny;Breitenfelder Straße 4
79771;Edeka;Am Güterbahnhof 8
79771;Penny;Am Güterbahnhof 8a
79774;Edeka Schulz;Albtalstraße 14
79787;Weissenrieder;Martin-Luther-Straße 30
79793;Schätzle-Werkzeuge mit System;Degernauer Straße 20
79798;Aldi Süd;Schaffhauser Straße 29
79798;Edeka;Waldshuter Straße 17
79801;Aldi Süd;Hauptstraße 66
79801;Edeka;Hauptstraße 14
79807;Baris Markt;Hauptstraße 45
79807;Lidl;Industriestraße 36
79807;Nah & Frisch Gasparini;Industriestraße 30
79822;NORMA;Friedrich-Ebert-Platz 3
79843;Nahkauf;Demetriusstraße 18
79848;Getränke Möringer;Lenzkircher Straße 24
79853;Edeka;Schulstraße 2
79865;nah und gut Fechtig;Auf der Breite 17
80331;EDEKA van Dungen;Sendlinger Straße 8-10
80331;Rewe;Tal 13
80331;basic - bio für alle;Westenriederstraße 35
80333;Collector's Corner;Augustenstraße 41
80333;Lidl;Luisenstraße 53
80333;Polonika;Theresienstraße 77
80333;Rewe City;Theatinerstraße 14
80333;VollCorner Bio;Augustenstraße 55
80335;Aldi;Rundfunkplatz 4
80335;Lidl;Dachauer Straße 92
80335;Lidl;Hackerbrücke 4
80335;Rewe City;Bahnhofplatz 1
80335;Rewe;Arnulfstraße 32
80335;denn's Biomarkt;Seidlstraße 5
80336;Kohinoor;Adolf-Kolping-Straße 10
80336;Lidl;Schwanthalerstraße 31
80336;Çavuşoğlu, türkischer Supermarkt;Goethestraße 26
80336;Çavuşoğlu;Goethestraße 15
80337;Alnatura Bio Super Natur Markt;Lindwurmstraße 117
80337;Edeka xpress;Lindwurmstraße 95
80337;Frischeparadies;Zenettistraße 10e
80337;Penny;Thalkirchner Straße 88
80337;Penny;Zenettistraße 48
80337;Rewe;Lindwurmstraße 131
80337;VollCorner;Lindwurmstraße 80
80339;ASIA SHOP & Stehimbis;Heimeranplatz 5
80339;Edeka xpress;Gollierstraße 24
80339;Edeka xpress;Landsberger Straße 110 - 114
80339;Edeka;Theresienhöhe 12
80339;Frischmarkt im Westend;Ligsalzstraße 3a
80339;Lidl;Theresienhöhe 5
80339;Lidl;Westendstraße 100
80339;Nicos Naturkost;Kazmairstraße 38
80339;VollCorner Bio;Kazmairstraße 26
80469;Basic Biomarkt;Müllerstraße 45
80469;Edeka;Holzstraße 25
80469;Edeka;Ickstattstraße 1
80469;Mekong Markt;Müllerstraße 34
80469;Netto City;Klenzestraße 50
80469;Norma;Am Einlaß 3a
80469;Oba-Market;Kapuzinerstraße 35
80469;Penny;Klenzestraße 26
80469;Rewe City;Müllerstraße 3
80469;Rewe;Geyerstraße 34
80469;Schmatz Biomarkt;Holzstraße 49
80538;Bioparadies Markt;Lerchenfeldstraße 10
80538;Edeka;Christophstraße 9
80538;Edeka;Triftstraße 10
80538;Onkel Emma Einkaufsgenossenschaft e.G.;Adelgundenstraße 5
80538;kleines Kaufhaus im Lehel;Triftstraße 2
80634;Alnatura Super Natur Markt;Nymphenburger Straße 158
80634;EDEKA xpress;Nymphenburger Straße 172
80634;Gamrais THAI-ASIA Markt + Imbiss;Leonrodstraße 16
80634;Penny Neuhausen;Wendl-Dietrich-Straße 13
80634;VollCorner Bio;Arnulfstraße 134
80636;Basic (Bio);Nymphenburger Straße 82
80636;EDEKA xpress;Leonrodplatz 1
80636;Edeka;Erika-Mann-Straße 68
80636;Lidl;Nymphenburger Straße 81
80636;Netto Marken-Discount;Leonrodstraße 31
80636;Netto;Weiglstraße 5
80636;Penny;Leonrodstraße 35
80636;Penny;Leonrodstraße 48
80636;Rewe;Nymphenburger Straße 75
80636;Özgül Market;Dachauer Straße 175
80637;Edeka xpress;Heideckstraße 27
80637;VollCorner Bio;Dom-Pedro-Straße 9b
80638;Gerner Bio-Markt;Gerner Straße 17
80638;Rewe;Volpinistraße 19
80639;Aldi Süd;Friedenheimer Brücke 23
80639;Alnatura;Friedenheimer Brücke 23
80639;DM;Friedenheimer Brücke 23
80639;EDEKA xpress;Nibelungenstraße 32
80639;EDEKA xpress;Wotanstraße 60
80686;Biomarkt Grüner Zweig;Fürstenrieder Straße 40
80686;Penny;Fachnerstraße 41
80686;Rewe City;Endelhauserstraße 15a
80687;Biomarkt Basic;Agnes-Bernauer-Straße 73
80687;Edeka Express;Agnes-Bernauer-Straße 51
80687;Edeka Hammerer;Elsenheimerstraße 1
80687;Edeka xpress;Willibaldstraße 5
80687;HIT;Elsenheimerstraße 57
80687;Penny;Agnes-Bernauer-Straße 21
80687;nebenan & unverpackt;Willibaldstraße 18
80689;Edeka;Senftenauerstraße 101
80689;Vitalia Reformhaus Bio Markt;Joergstraße 1
80796;Netto City;Hohenzollernplatz 7
80796;Van Hoa Markt;Hohenzollernstraße 128
80796;basic;Belgradstraße 59
80796;echt.bio markt;Tengstraße 31
80797;Edeka;Georg-Birk-Straße 13
80797;Lidl;Schleißheimer Straße 85-87
80797;Rewe;Petra-Kelly-Straße 1
80797;Rewe;Schleißheimer Straße 141
80797;basic;Schleißheimer Straße 158
80798;Edeka;Görresstraße 29
80798;Netto;Hiltenspergerstraße 11
80799;Edeka xpress;Schellingstraße 52
80799;Edeka xpress;Türkenstraße 44
80799;Landmanns Biomarkt;Barer Straße 54-56
80799;VollCorner;Türkenstraße 27
80799;ohne – Der verpackungsfreie Supermarkt;Schellingstraße 42
80801;Penny;Hohenzollernstraße 56
80802;Alnatura;Leopoldstraße 64
80802;Alnatura;Münchner Freiheit 7
80802;Edeka;Leopoldstraße 41
80802;Penny Markt Leopoldstraße;Leopoldstraße 37
80803;Netto City;Karl-Theodor-Straße 55
80804;EDEKA Fazlija;Isoldenstraße 39
80804;Feneberg;Leopoldstraße 182
80804;Netto;Leopoldstraße 157
80804;Penny;Belgradstraße 72
80804;Penny;Isoldenstraße 60
80805;Aldi Süd;Ungererstraße 175
80805;Edeka;Ungererstraße 175
80807;Aldi Süd;Max-Bill-Straße 8
80807;Da Hapna;Korbinianstraße 1
80807;Netto;Milbertshofener Straße 9
80807;Rewe;Milbertshofener Straße 90
80809;Penny;Moosacher Straße 23
80809;Penny;Schleißheimer Straße 267
80933;Lidl;Rainfarnstraße 50
80935;Edeka;Schleißheimer Straße 413
80937;Edeka;Lieberweg 42
80937;Netto;Schneeheideanger 4
80939;Aldi;Freisinger Landstraße 64
80939;Alma - Supermarkt;Ingolstädter Straße 107
80939;Edeka;Karl-Köglsperger-Straße 25
80939;Lidl;Ingolstädter Straße 170
80939;Netto City;Situlistraße 58
80939;Netto Marken-Discount;Heidemannstraße 17
80939;Real;Margot-Kalinke-Straße 4
80939;Rewe City;Werner-Egk-Bogen 21
80939;V-Markt;Maria-Probst-Straße 6
80992;Aldi Süd;Breslauer Straße 3
80992;Edeka;Dachauer Straße 423
80992;NA;Pelkovenstraße 152
80992;NA;Pelkovenstraße 154
80992;Rewe City;Feldmochinger Straße 4
80995;Edeka;Feldmochinger Straße 216
80997;Gröbenzeller Straße;2 c(11.5060296, 48.1812754)
80999;Netto;Eversbuschstraße 202f
81241;Rewe City;Kaflerstraße 2
81243;Aldi;Stockacher Straße 6
81243;REWE CENTER;Stockacher Straße 6
81243;Rewe;Limesstraße 62
81243;Ugur;Wiesentfelser Straße 1
81245;Edeka;An der Schäferwiese 26
81245;Edeka;Kaspar-Kerll-Straße 47
81245;Feinkost Ettinger;Orthstraße 14
81245;Rewe;Ubostraße 61
81247;Penny;Verdistraße 108
81247;denn's Biomarkt;Verdistraße 130
81249;Penny;Wiesentfelser Straße 68
81369;Biomarkt;Plinganserstraße 6
81369;Cho Que;Albert-Roßhaupter-Straße 13
81369;Edeka;Passauerstraße 36
81369;Istanbul;Marbachstraße 1
81369;Norma;Albert-Roßhaupter-Straße 102
81369;Penny;Konrad-Celtis-Straße 33a
81369;Rewe City;Konrad-Celtis-Straße 66
81369;Rewe;Konrad-Celtis-Straße 66
81371;Edeka Isargärten;Schäftlarnstraße 183
81371;Edeka;Thalkirchner Straße 190
81371;Hongkong Market;Implerstraße 29
81371;Penny;Implerstraße 29
81371;VollCorner Bio;Resi-Huber-Platz 1
81373;Edeka;Oetztaler Straße 4
81373;Penny;Ohlstadter Straße 22
81373;Rewe City;Partnachplatz 1
81375;KEGA Markt;Guardinistraße 186
81375;Netto Marken-Discount;Gelbhofstraße 14
81375;Rewe;Würmtalstraße 117
81375;Van Hoi Asia Feinkostladen & Imbiss;Guardinistraße 4
81375;VollCorner Bio;Würmtalstraße 95
81379;Aldi;Baierbrunner Straße 75
81379;Alnatura Bio Super Natur Markt;Boschetsrieder Straße 72
81379;Alnatura;Kistlerhofstraße 243a
81379;Basic Bio;Passauerstraße 183
81379;Edeka;Baierbrunner Straße 75
81379;Melone;Hofmannstraße 13
81379;Netto City;Pognerstraße 40
81379;Rewe;Aidenbachstraße 30
81475;AEZ;Königswieser Straße 5
