plz;supermarkt;adresse
97074;Rewe;Rottendorfer Straße 67
97076;Sagasser Getränkefachmarkt;Ohmstraße 4
97076;Thanh Tin;Nürnberger Straße 76
97078;Nahkauf;Sankt-Rochus-Straße 36
97078;kupsch;Frankenstraße 207
97080;Cannameleon;Brücknerstraße 7
97080;Kupsch;Matterstockstraße 29
97080;Naturkostmarkt Lollo Rosso;Raiffeisenstraße 3
97080;Rewe;Alfred-Nobel-Straße 12
97080;Vom Land;Petrinistraße 2
97084;Lidl;Moskauer Ring 5
97199;Euro Plus;Marktbreiter Straße 46
97199;REWE Ochsenfurt;Marktbreiter Straße 54
97199;bioGalerie;Marktbreiter Straße 11
97204;Spar (Ganz);Albert-Schweitzer-Straße 56
97209;Penny;Raiffeisenstraße 1
97215;Altstadtmarkt;Spitalplatz 6
97215;Edeka Blümlein;Nürnberger Straße 5
97215;Netto;Gollachweg 2
97215;Tante Emma Laden;NA 25
97222;Norma;Burggrumbacher Straße 1
97232;Rewe Irfan Sinanovic;Langenwiesengraben 5
97234;Edeka;Bahnhofstraße 10
97265;Diska;August-Wörner-Straße 21-23
97273;Lidl;Wachtelberg 18
97292;Netto Marken-Discount;Am Graben 5-7
97292;Penny-Markt Discounter;Am Graben 3
97318;Aldi Süd;Marktbreiter Straße 7
97318;Aldi Süd;Siegfried-Wilke-Straße 10
97318;Rewe;Siegfried-Wilke-Straße 8
97318;Thomas Philipps Sonderposten;Max-Planck-Straße 8
97320;Spargel O. Pfannes;Albertshofener Straße 3
97332;Aldi Süd;Im Seelein NA
97332;Penny;In der Röthe 9
97332;Rewe;Dimbacher Straße 40
97340;Rewe;Hafenstraße 1
97346;EDEKA;Bahnhofstraße 63
97346;REWE Horn oHG;Bahnhofstraße 61
97348;Honig Imkerei Somogyi;Johannisbrunnenweg 1
97348;Martins Hofladen;Bachgasse 14
97348;Rödelseer Markt;Zehntgasse 1
97353;Rewe;Korbacher Straße c(10.3417422, 49.7856625)
97421;Asia Shop;Cramerstraße 5
97421;Biomarkt Vita Bella GmbH;Siebenbrückleinsgasse 8
97421;Kupsch;Keßlergasse 26
97421;Lädchen für alles;Schelmsrasen 4-6
97421;Rewe;Hadergasse 31a
97422;CAP-Markt;Am Deutschhof 17
97422;Tegut - Lädchen für Alles;Segnitzstraße 4
97424;Mix Markt;Breslaustraße 14
97424;Norma;Oskar-von-Miller-Straße 60
97424;tegut;Gretel-Baumbach-Straße 8
97437;jawoll Sonderposten;Am Wasserwerk 2
97440;Edeka;c(10.0893286, 49.9795284) 565436809
97447;Edeka;Frankenwinheimer Straße 1
97464;Aldi;Schweinfurter Straße 122
97478;Weiki-Hof;Gartenstraße c(10.5578946, 49.9693195)
97502;Rewe;Am Zauser 1
97502;Schloss Gut Obbach;Dr.-Georg-Schäfer-Straße 5
97509;tegut;Lachenbrunnweg 1
97616;Aldi Süd;Saalestraße 13
97616;tegut;Saalestraße 2
97618;Dorfladen;Hauptstraße c(10.2862948, 50.353416)
97631;Edeka Frische-Center Höchner;Hoher Markstein 6
97631;tegut;Hindenburgstraße 1
97653;Aldi Süd;Bahnhofstraße 20
97653;Netto Marken-Discount;Rhönstraße 7
97653;Rewe;Weisbacher Straße 14
97654;Dorfladen Besengau;Hauptstraße 19
97717;Modezentrum Mützel;Schweinfurter Str. 6-10
97717;Rewe;Siebenäcker 3
97727;Edeka;Kirchstraße 16
97737;BALTIKA Russische Waren;NA NA
97737;Edeka Trabold;Weißensteinstraße 2-4
97737;Tegut;NA NA
97753;DM-Drogeriemarkt;c(9.7728591, 49.9561621) 2148352688
97753;Norma;c(9.7643536, 49.9641496) 2178862843
97762;Lidl;Kissinger Straße 52
97762;Norma;Kissinger Straße 6
97762;Rewe;Am Sportzentrum 2a
97816;Reformhaus Weber;Ludwigstraße 5
97828;E-Center Weidenhammer;Äußerer Ring 51
97828;Tegut;NA NA
97877;Bismarckstraße;26 c(9.5088344, 49.7671638)
97950;Dürr Bäckerei und Lebensmittel;Unteres Tor 2
97980;Mix Markt;Max-Eyth-Straße 14/1
97980;Netto;Boxberger Straße 1
97993;Dorfladen Finsterlohr;NA NA
97993;Honig aus eigener Imkerei;Romgasse 20
97996;Schmid-Markt;Lerchenweg 2
Backshop Edeka Ampermoching;c(11.4860403, 48.3004491) 6365369114
Bäckerei Dürr;c(11.7937477, 49.0483057) 864534071
Böss;c(8.6008224, 48.8967096) 4508212229
Edeka;c(12.7530571, 49.085074) 321545306
Friseurstübchen an den Salinen;c(8.7433019, 50.3576497) 5212727189
Gnaier;c(10.4912249, 48.5812378) 4395032048
Keim & Brecht;c(9.7628027, 48.0926666) 1533053251
KiK;c(8.7011181, 50.6395132) 4492211400
NA;ALDI Süd;NA NA
NA;Aldi Süd Warenannahme;NA NA
NA;Edeka;NA NA
NA;Fog You;NA NA
NA;Freiburger Hostel;NA NA
NA;Getränkemarkt;NA NA
NA;Glück’s Pizzeria;NA NA
NA;Gnaier;NA NA
NA;Henning;NA NA
NA;K&U Bäcker;NA NA
NA;Kaiserstraße / Ritterstraße;NA NA
NA;Kaufland;NA NA
NA;NA;Gerschweiler Straße 8
NA;NA;NA NA
NA;NA;NA c(10.5449998, 49.9948334)
NA;NA;NA c(10.5451337, 49.9945597)
NA;NA;NA c(10.5452647, 49.994887)
NA;NA;NA c(10.5453987, 49.9946133)
NA;NA;NA c(10.5490562, 49.989499)
NA;NA;NA c(10.5492486, 49.9891003)
NA;NA;NA c(10.5493783, 49.9895633)
NA;NA;NA c(10.549392, 49.9891289)
NA;NA;NA c(10.5494812, 49.9893501)
NA;NA;NA c(10.5495589, 49.989179)
NA;NA;NA c(10.5495663, 49.9891637)
NA;NA;NA c(10.5495725, 49.9893683)
NA;NA;NA c(10.5496546, 49.9891981)
NA;NA;NA c(10.7211758, 49.4830571)
NA;NA;NA c(10.7212705, 49.4832665)
NA;NA;NA c(10.721839, 49.4829305)
NA;NA;NA c(10.7219337, 49.4831398)
NA;NA;NA c(11.4115845, 47.7087478)
NA;NA;NA c(11.4117196, 47.7091429)
NA;NA;NA c(11.4117515, 47.708668)
NA;NA;NA c(11.411769, 47.7087192)
NA;NA;NA c(11.4119128, 47.709113)
NA;NA;NA c(11.4119189, 47.709131)
NA;NA;NA c(11.4119545, 47.7086365)
NA;NA;NA c(11.4119629, 47.7091242)
NA;NA;NA c(11.4119962, 47.709105)
NA;NA;NA c(11.4120008, 47.7091183)
NA;NA;NA c(11.4120443, 47.7090975)
NA;NA;NA c(11.4120789, 47.709)
NA;NA;NA c(11.4121088, 47.7090875)
NA;NA;NA c(11.4759339, 48.1818956)
NA;NA;NA c(11.4759812, 48.1820325)
NA;NA;NA c(11.4759864, 48.1818875)
NA;NA;NA c(11.4760192, 48.1821423)
NA;NA;NA c(11.4760217, 48.1821498)
NA;NA;NA c(11.4760269, 48.1818813)
NA;NA;NA c(11.4760407, 48.1819212)
NA;NA;NA c(11.476166, 48.1819019)
NA;NA;NA c(11.4761942, 48.1819836)
NA;NA;NA c(11.4762379, 48.1819769)
NA;NA;NA c(11.4762837, 48.1821095)
NA;NA;NA c(11.4786931, 48.1838747)
NA;NA;NA c(11.4787, 48.1835683)
NA;NA;NA c(11.4788796, 48.1838766)
NA;NA;NA c(11.4788846, 48.1836537)
NA;NA;NA c(11.478969, 48.1836545)
NA;NA;NA c(11.4789709, 48.183571)
NA;NA;NA c(11.4969874, 48.1780952)
NA;NA;NA c(11.4970532, 48.1786337)
NA;NA;NA c(11.4971592, 48.178628)
NA;NA;NA c(11.4973294, 48.1780766)
NA;NA;NA c(11.4973952, 48.1786152)
NA;NA;NA c(11.4986535, 48.1924893)
NA;NA;NA c(11.499031, 48.1925951)
NA;NA;NA c(11.4992506, 48.1922471)
NA;NA;NA c(11.4993402, 48.191401)
NA;NA;NA c(11.4994026, 48.1920039)
NA;NA;NA c(11.499452, 48.1923036)
NA;NA;NA c(11.4996052, 48.1920607)
NA;NA;NA c(11.4997164, 48.1915065)
NA;NA;NA c(11.5059979, 48.1813179)
NA;NA;NA c(11.5060274, 48.1811981)
NA;NA;NA c(11.5060301, 48.1812946)
NA;NA;NA c(11.5061634, 48.1814207)
NA;NA;NA c(11.5061723, 48.1812732)
NA;NA;NA c(11.5061723, 48.1813411)
NA;NA;NA c(11.5062232, 48.1813697)
NA;NA;NA c(11.506242, 48.1811963)
NA;NA;NA c(11.5062501, 48.1812732)
NA;NA;NA c(12.2385767, 48.3685357)
NA;NA;NA c(12.2387047, 48.3687521)
NA;NA;NA c(12.2393412, 48.3683363)
NA;NA;NA c(12.2394691, 48.3685527)
NA;NA;NA c(12.2396471, 48.3681904)
NA;NA;NA c(12.2397261, 48.3681681)
NA;NA;NA c(12.2397506, 48.3682063)
NA;NA;NA c(12.2399084, 48.3685977)
NA;NA;NA c(12.2399522, 48.3681492)
NA;NA;NA c(12.2400967, 48.3683745)
NA;NA;NA c(12.2401414, 48.368961)
NA;NA;NA c(12.2401645, 48.3683553)
NA;NA;NA c(12.2401973, 48.3685159)
NA;NA;NA c(12.2402252, 48.3685594)
NA;NA;NA c(12.2402567, 48.3684991)
NA;NA;NA c(12.2402635, 48.3688489)
NA;NA;NA c(12.2403056, 48.3689145)
NA;NA;NA c(12.2404161, 48.3684246)
NA;NA;NA c(12.24046, 48.368493)
NA;NA;NA c(12.2405962, 48.3683736)
NA;NA;NA c(12.2408031, 48.3686961)
NA;NA;NA c(12.2481149, 48.3695837)
NA;NA;NA c(12.2481723, 48.3693378)
NA;NA;NA c(12.2487228, 48.3696464)
NA;NA;NA c(12.2487802, 48.3694004)
NA;NA;NA c(12.467096, 47.6767477)
NA;NA;NA c(12.4673042, 47.6765574)
NA;NA;NA c(12.4673525, 47.6768741)
NA;NA;NA c(12.4673637, 47.6768603)
NA;NA;NA c(12.467531, 47.6767064)
NA;NA;NA c(12.467557, 47.6766826)
NA;NA;NA c(12.4676723, 47.6767752)
NA;NA;NA c(12.4676909, 47.6770268)
NA;NA;NA c(12.4677931, 47.6770155)
NA;NA;NA c(12.4678117, 47.6766538)
NA;NA;NA c(12.4680645, 47.6767815)
NA;NA;NA c(12.4871409, 47.6756677)
NA;NA;NA c(12.4871544, 47.6755093)
NA;NA;NA c(12.4874555, 47.6757056)
NA;NA;NA c(12.4874576, 47.6756799)
NA;NA;NA c(12.4876031, 47.6757113)
NA;NA;NA c(12.4876188, 47.6755273)
NA;NA;NA c(13.5301075, 52.647806)
NA;NA;NA c(13.5301256, 52.6475413)
NA;NA;NA c(13.5303692, 52.6475475)
NA;NA;NA c(13.5303726, 52.6474981)
NA;NA;NA c(13.5306457, 52.6478196)
NA;NA;NA c(13.5306672, 52.6475056)
NA;NA;NA c(13.532385, 52.6583967)
NA;NA;NA c(13.5326392, 52.658239)
NA;NA;NA c(13.5327868, 52.658327)
NA;NA;NA c(13.5328786, 52.6586886)
NA;NA;NA c(13.5329122, 52.6587085)
NA;NA;NA c(13.5331687, 52.6585548)
NA;NA;NA c(13.5409758, 52.6510315)
NA;NA;NA c(13.5411044, 52.6512415)
NA;NA;NA c(13.5414214, 52.6508938)
NA;NA;NA c(13.5414471, 52.6509357)
NA;NA;NA c(13.5416367, 52.6508499)
NA;NA;NA c(13.5416624, 52.6508899)
NA;NA;NA c(13.5417781, 52.6510576)
NA;NA;NA c(13.5417957, 52.6508622)
NA;NA;NA c(13.5417958, 52.6510995)
NA;NA;NA c(13.5418012, 52.6508734)
NA;NA;NA c(13.5418826, 52.6510391)
NA;NA;NA c(13.5460598, 52.6559111)
NA;NA;NA c(13.5461352, 52.6560111)
NA;NA;NA c(13.5462414, 52.6559823)
NA;NA;NA c(13.5463699, 52.6561619)
NA;NA;NA c(13.5468532, 52.6556874)
NA;NA;NA c(13.5470716, 52.6559699)
NA;NA;NA c(14.3730332, 53.2112787)
NA;NA;NA c(14.3733275, 53.2114964)
NA;NA;NA c(14.3733783, 53.2111114)
NA;NA;NA c(14.3733874, 53.2115406)
NA;NA;NA c(14.3734674, 53.2115999)
NA;NA;NA c(14.3738124, 53.2114326)
NA;NA;NA c(7.7275943, 48.2593802)
NA;NA;NA c(7.7276002, 48.2591571)
NA;NA;NA c(7.7276082, 48.2591443)
NA;NA;NA c(7.7276086, 48.2591572)
NA;NA;NA c(7.7276622, 48.2591452)
NA;NA;NA c(7.7276624, 48.2591577)
NA;NA;NA c(7.7276712, 48.2591284)
NA;NA;NA c(7.7276716, 48.2591571)
NA;NA;NA c(7.7276964, 48.2591098)
NA;NA;NA c(7.7280619, 48.259118)
NA;NA;NA c(7.7280633, 48.2591101)
NA;NA;NA c(7.728207, 48.2591646)
NA;NA;NA c(7.7282083, 48.2591132)
NA;NA;NA c(7.7283232, 48.2593371)
NA;NA;NA c(7.7283291, 48.2591641)
NA;NA;NA c(7.728401, 48.2593886)
NA;NA;NA c(7.7284054, 48.2593378)
NA;NA;NA c(7.8295715, 47.9654123)
NA;NA;NA c(7.8297278, 47.9654624)
NA;NA;NA c(7.8297305, 47.9651898)
NA;NA;NA c(7.8298868, 47.9652398)
NA;NA;NA c(8.091556, 48.6369256)
NA;NA;NA c(8.0915584, 48.6370231)
NA;NA;NA c(8.0916149, 48.6370048)
NA;NA;NA c(8.0917729, 48.6373116)
NA;NA;NA c(8.0918295, 48.6372932)
NA;NA;NA c(8.0918628, 48.6367652)
NA;NA;NA c(8.0918658, 48.6373421)
NA;NA;NA c(8.0918992, 48.6368141)
NA;NA;NA c(8.0919842, 48.6367258)
NA;NA;NA c(8.0920206, 48.6367747)
NA;NA;NA c(8.0920811, 48.636755)
NA;NA;NA c(8.0923909, 48.6371716)
NA;NA;NA c(8.5609274, 49.7960243)
NA;NA;NA c(8.5609396, 49.7961298)
NA;NA;NA c(8.561017, 49.796126)
NA;NA;NA c(8.5610236, 49.7960196)
NA;NA;NA c(8.5610247, 49.7960298)
NA;NA;NA c(8.5610537, 49.7964438)
NA;NA;NA c(8.5611667, 49.7964384)
NA;NA;NA c(8.5611737, 49.7964992)
NA;NA;NA c(8.5613514, 49.7960141)
NA;NA;NA c(8.5614061, 49.796488)
NA;NA;NA c(8.5756317, 49.9066114)
NA;NA;NA c(8.5756626, 49.9059929)
NA;NA;NA c(8.5758938, 49.9061221)
NA;NA;NA c(8.5758975, 49.9059939)
NA;NA;NA c(8.5761081, 49.9064944)
NA;NA;NA c(8.5761092, 49.9061235)
NA;NA;NA c(8.5762621, 49.9066111)
NA;NA;NA c(8.5762659, 49.9064941)
NA;NA;NA c(8.5777262, 49.9146311)
NA;NA;NA c(8.5777345, 49.914425)
NA;NA;NA c(8.5777555, 49.914417)
NA;NA;NA c(8.5778126, 49.9145078)
NA;NA;NA c(8.577825, 49.9145936)
NA;NA;NA c(8.5778258, 49.9147395)
NA;NA;NA c(8.5778741, 49.9145754)
NA;NA;NA c(8.5782566, 49.9142255)
NA;NA;NA c(8.5784176, 49.9144001)
NA;NA;NA c(8.5784444, 49.9143899)
NA;NA;NA c(8.5784753, 49.9143781)
NA;NA;NA c(8.5785524, 49.9144616)
NA;NA;NA c(8.5840506, 48.8008341)
NA;NA;NA c(8.5841001, 48.801003)
NA;NA;NA c(8.584119, 48.8007962)
NA;NA;NA c(8.5841272, 48.8008243)
NA;NA;NA c(8.5847471, 48.8007846)
NA;NA;NA c(8.5847856, 48.8009159)
NA;NA;NA c(8.5847904, 48.8007108)
NA;NA;NA c(8.5848097, 48.8007766)
NA;NA;NA c(8.5888976, 49.8102396)
NA;NA;NA c(8.5889838, 49.810595)
NA;NA;NA c(8.5890339, 49.8108015)
NA;NA;NA c(8.5891643, 49.8101422)
NA;NA;NA c(8.5891778, 49.8102138)
NA;NA;NA c(8.5895585, 49.8101059)
NA;NA;NA c(8.5895799, 49.810753)
NA;NA;NA c(8.5895884, 49.8105216)
NA;NA;NA c(8.5896164, 49.8106854)
NA;NA;NA c(8.5896295, 49.8101278)
NA;NA;NA c(8.5897021, 49.8105099)
NA;NA;NA c(8.5897184, 49.5446522)
NA;NA;NA c(8.5899903, 49.5445193)
NA;NA;NA c(8.5900553, 49.5449423)
NA;NA;NA c(8.5900762, 49.5449604)
NA;NA;NA c(8.590101, 49.5446146)
NA;NA;NA c(8.5903162, 49.5369069)
NA;NA;NA c(8.5903481, 49.5448274)
NA;NA;NA c(8.5905996, 49.5367267)
NA;NA;NA c(8.5906854, 49.5367835)
NA;NA;NA c(8.590872, 49.5369429)
NA;NA;NA c(8.5908996, 49.5369253)
NA;NA;NA c(8.590965, 49.5373366)
NA;NA;NA c(8.5910043, 49.5371969)
NA;NA;NA c(8.5910604, 49.5372759)
NA;NA;NA c(8.5910926, 49.5372554)
NA;NA;NA c(8.5911325, 49.5371154)
NA;NA;NA c(8.5936606, 49.9316584)
NA;NA;NA c(8.5936617, 49.9315135)
NA;NA;NA c(8.5938104, 49.9315778)
NA;NA;NA c(8.5938109, 49.9315139)
NA;NA;NA c(8.5938796, 49.931578)
NA;NA;NA c(8.5938813, 49.9313414)
NA;NA;NA c(8.5940955, 49.9313421)
NA;NA;NA c(8.5940956, 49.9313323)
NA;NA;NA c(8.594096, 49.9312775)
NA;NA;NA c(8.5943109, 49.9317135)
NA;NA;NA c(8.5943113, 49.9316604)
NA;NA;NA c(8.5945366, 49.9317065)
NA;NA;NA c(8.5945464, 49.9317143)
NA;NA;NA c(8.5945504, 49.9312798)
NA;NA;NA c(8.5976429, 49.8980475)
NA;NA;NA c(8.597645, 49.8978313)
NA;NA;NA c(8.5976463, 49.8979168)
NA;NA;NA c(8.5976463, 49.8982749)
NA;NA;NA c(8.5977103, 49.8979164)
NA;NA;NA c(8.5977123, 49.898047)
NA;NA;NA c(8.5977164, 49.8978005)
NA;NA;NA c(8.5977169, 49.8978309)
NA;NA;NA c(8.5979951, 49.8977988)
NA;NA;NA c(8.5980023, 49.8982727)
NA;NA;NA c(8.604531, 49.8055274)
NA;NA;NA c(8.6045664, 49.8054333)
NA;NA;NA c(8.6045913, 49.8054405)
NA;NA;NA c(8.6047694, 49.8051408)
NA;NA;NA c(8.604775, 49.8055979)
NA;NA;NA c(8.6050933, 49.8056899)
NA;NA;NA c(8.6051646, 49.8057392)
NA;NA;NA c(8.6052354, 49.8054852)
NA;NA;NA c(8.605268, 49.8055841)
NA;NA;NA c(8.60533, 49.8053489)
NA;NA;NA c(8.6053434, 49.8058591)
NA;NA;NA c(8.6053566, 49.8053105)
NA;NA;NA c(8.6053673, 49.8058232)
NA;NA;NA c(8.6053829, 49.8057998)
NA;NA;NA c(8.6056984, 49.8057035)
NA;NA;NA c(8.6057749, 49.8057247)
NA;NA;NA c(8.605778, 49.8059797)
NA;NA;NA c(8.6059209, 49.8057652)
NA;NA;NA c(8.6076456, 49.9015348)
NA;NA;NA c(8.6076733, 49.9022629)
NA;NA;NA c(8.6077319, 49.9032284)
NA;NA;NA c(8.6077388, 49.9019646)
NA;NA;NA c(8.6077477, 49.9033023)
NA;NA;NA c(8.607877, 49.9032156)
NA;NA;NA c(8.6078981, 49.903289)
NA;NA;NA c(8.6079355, 49.9019469)
NA;NA;NA c(8.6079384, 49.9022416)
NA;NA;NA c(8.6079384, 49.9034724)
NA;NA;NA c(8.6079639, 49.9020779)
NA;NA;NA c(8.6080359, 49.9014997)
NA;NA;NA c(8.6081575, 49.9020605)
NA;NA;NA c(8.6086113, 49.805224)
NA;NA;NA c(8.6086717, 49.8052603)
NA;NA;NA c(8.6088246, 49.9021608)
NA;NA;NA c(8.6089178, 49.8050194)
NA;NA;NA c(8.6089885, 49.8054507)
NA;NA;NA c(8.6090242, 49.805426)
NA;NA;NA c(8.609037, 49.9031715)
NA;NA;NA c(8.6093865, 49.8056437)
NA;NA;NA c(8.6096434, 49.8054722)
NA;NA;NA c(8.6373544, 49.9449458)
NA;NA;NA c(8.6373548, 49.9448552)
NA;NA;NA c(8.6373548, 49.9450084)
NA;NA;NA c(8.6373552, 49.9451628)
NA;NA;NA c(8.6373553, 49.945132)
NA;NA;NA c(8.6373579, 49.9451296)
NA;NA;NA c(8.6380036, 49.9451637)
NA;NA;NA c(8.6380037, 49.945133)
NA;NA;NA c(8.6381435, 49.9451332)
NA;NA;NA c(8.638144, 49.9450097)
NA;NA;NA c(8.6381946, 49.9450098)
NA;NA;NA c(8.6382524, 49.94501)
NA;NA;NA c(8.6382534, 49.9448575)
NA;NA;NA c(8.7582739, 49.627831)
NA;NA;NA c(8.7582831, 49.6279071)
NA;NA;NA c(8.7583332, 49.6278831)
NA;NA;NA c(8.7583675, 49.6187222)
NA;NA;NA c(8.7584485, 49.6277475)
NA;NA;NA c(8.7585831, 49.6191963)
NA;NA;NA c(8.758676, 49.6186634)
NA;NA;NA c(8.758708, 49.6282797)
NA;NA;NA c(8.758805, 49.6280601)
NA;NA;NA c(8.7588259, 49.6280501)
NA;NA;NA c(8.7588585, 49.6190648)
NA;NA;NA c(8.7588717, 49.6280902)
NA;NA;NA c(8.7588987, 49.6190571)
NA;NA;NA c(8.7589318, 49.6191298)
NA;NA;NA c(8.7589322, 49.6280613)
NA;NA;NA c(8.7589521, 49.6281514)
NA;NA;NA c(8.7589607, 49.6281588)
NA;NA;NA c(8.7590057, 49.6281257)
NA;NA;NA c(8.7607402, 49.62729)
NA;NA;NA c(8.7612106, 49.6277828)
NA;NA;NA c(8.7612189, 49.6270982)
NA;NA;NA c(8.7614434, 49.6276895)
NA;NA;NA c(8.7616893, 49.627591)
NA;NA;NA c(8.7752705, 49.3554204)
NA;NA;NA c(8.7753168, 49.3551577)
NA;NA;NA c(8.7754127, 49.3554311)
NA;NA;NA c(8.7755018, 49.3551717)
NA;NA;NA c(8.7756143, 49.3554447)
NA;NA;NA c(8.775644, 49.3552765)
NA;NA;NA c(8.7756603, 49.3551836)
NA;NA;NA c(8.7957684, 49.3602069)
NA;NA;NA c(8.7958239, 49.3602653)
NA;NA;NA c(8.7958489, 49.3602352)
NA;NA;NA c(8.7959414, 49.359998)
NA;NA;NA c(8.7961584, 49.3603828)
NA;NA;NA c(8.7961824, 49.3603539)
NA;NA;NA c(8.7962014, 49.3600894)
NA;NA;NA c(8.7962354, 49.3600484)
NA;NA;NA c(8.7962913, 49.3601221)
NA;NA;NA c(8.7963259, 49.3600803)
NA;NA;NA c(8.7963797, 49.3604233)
NA;NA;NA c(8.7964505, 49.3604482)
NA;NA;NA c(8.7966238, 49.360239)
NA;NA;NA c(9.1349872, 50.3927072)
NA;NA;NA c(9.1349952, 50.3925151)
NA;NA;NA c(9.1353302, 50.392713)
NA;NA;NA c(9.1353603, 50.392779)
NA;NA;NA c(9.1353961, 50.3927575)
NA;NA;NA c(9.1354343, 50.392829)
NA;NA;NA c(9.1354445, 50.3925227)
NA;NA;NA c(9.1354701, 50.3928075)
NA;NA;NA c(9.1355007, 50.3928282)
NA;NA;NA c(9.1357102, 50.3927023)
NA;NA;NA c(9.4932076, 49.7587832)
NA;NA;NA c(9.4934841, 49.7589407)
NA;NA;NA c(9.4935218, 49.758553)
NA;NA;NA c(9.4937983, 49.7587104)
NA;NA;NA c(9.4954986, 49.7593809)
NA;NA;NA c(9.4955149, 49.7595286)
NA;NA;NA c(9.4955621, 49.7592097)
NA;NA;NA c(9.4955807, 49.7593771)
NA;NA;NA c(9.4956124, 49.7595241)
NA;NA;NA c(9.4956393, 49.7597665)
NA;NA;NA c(9.4959581, 49.7591913)
NA;NA;NA c(9.49602, 49.7597489)
NA;NA;NA c(9.5043954, 49.781715)
NA;NA;NA c(9.5044705, 49.7819471)
NA;NA;NA c(9.5049533, 49.7816388)
NA;NA;NA c(9.505082, 49.7818709)
NA;NA;NA c(9.5087689, 49.7673974)
NA;NA;NA c(9.5089493, 49.7667544)
NA;NA;NA c(9.509291, 49.7674713)
NA;NA;NA c(9.509622, 49.7672161)
NA;NA;NA c(9.5097148, 49.7668507)
NA;NA;Philipp-Müller-Straße 57a
NA;NA;Schlüsselbergstraße 13
NA;NA;Truderinger Straße 190
NA;NA;Wilhelmstraße 160
NA;NA;c(10.0963875, 49.9809573) 6939746329
NA;NA;c(10.0966327, 49.9807709) 5923146632
NA;NA;c(10.0969196, 49.9805527) 6939746330
NA;NA;c(10.0969408, 49.9812582) 6939746328
NA;NA;c(10.0974729, 49.9808535) 5923146639
NA;NA;c(10.2082678, 47.806209) 2422624173
NA;NA;c(10.2083713, 47.8064227) 2422624186
NA;NA;c(10.2088906, 47.8060731) 2422624159
NA;NA;c(10.208994, 47.8062868) 2422624181
NA;NA;c(10.2153875, 47.8036757) 2422032771
NA;NA;c(10.2154489, 47.8034605) 2434093164
NA;NA;c(10.2154874, 47.8034689) 2434093165
NA;NA;c(10.2155016, 47.8033514) 2422032742
NA;NA;c(10.2156114, 47.8037245) 2422032776
NA;NA;c(10.2156573, 47.8036295) 2422032765
NA;NA;c(10.2156969, 47.8036382) 2422032766
NA;NA;c(10.2157005, 47.8035399) 2422032760
NA;NA;c(10.2157402, 47.8035486) 2422032762
NA;NA;c(10.215764, 47.8034086) 2422032748
NA;NA;c(10.2240601, 47.8018063) 2418706005
NA;NA;c(10.2242341, 47.8019061) 2428189528
NA;NA;c(10.2242661, 47.8018625) 2418706019
NA;NA;c(10.2244136, 47.8014687) 2418705918
NA;NA;c(10.2244346, 47.801957) 2418706029
NA;NA;c(10.2244388, 47.8014826) 2418705924
NA;NA;c(10.2245014, 47.8014095) 2418705887
NA;NA;c(10.2245427, 47.8013898) 2418705928
NA;NA;c(10.2246141, 47.8018123) 2418706012
NA;NA;c(10.2246461, 47.801827) 2418706007
NA;NA;c(10.2247712, 47.8015662) 2418705972
NA;NA;c(10.224827, 47.80153) 2418705935
NA;NA;c(10.2248818, 47.8016294) 2418705979
NA;NA;c(10.8648323, 48.4337219) 2493523803
NA;NA;c(10.8648494, 48.4336353) 2493523791
NA;NA;c(10.8649003, 48.4336397) 2493523792
NA;NA;c(10.8649321, 48.4334783) 2493523779
NA;NA;c(10.8652311, 48.4354247) 2493523897
NA;NA;c(10.8652314, 48.4353197) 2493523890
NA;NA;c(10.8652425, 48.4352622) 2493523886
NA;NA;c(10.8652434, 48.4335053) 1346715855
NA;NA;c(10.8652493, 48.4334752) 2493523778
NA;NA;c(10.865251, 48.4353214) 2493523891
NA;NA;c(10.8652678, 48.4353037) 2493523888
NA;NA;c(10.8652753, 48.435265) 2493523887
NA;NA;c(10.8652851, 48.4354867) 2493523899
NA;NA;c(10.865296, 48.4354302) 2493523898
NA;NA;c(10.8653195, 48.4353081) 2493523889
NA;NA;c(10.865365, 48.4350719) 2493523881
NA;NA;c(10.8654494, 48.4335231) 2493523785
NA;NA;c(10.8654554, 48.4334931) 2493523782
NA;NA;c(10.8656446, 48.4337924) 2493523814
NA;NA;c(10.8656555, 48.4355181) 2493523902
NA;NA;c(10.8656663, 48.4336824) 2493523797
NA;NA;c(10.8656836, 48.4353721) 2493523892
NA;NA;c(10.865686, 48.4336841) 2493523798
NA;NA;c(10.8657132, 48.433546) 2493523787
NA;NA;c(10.8657212, 48.4353753) 2493523893
NA;NA;c(10.865773, 48.4351065) 2493523884
NA;NA;c(10.8755585, 48.4348031) 2068066149
NA;NA;c(10.8755884, 48.4343077) 2068066122
NA;NA;c(10.8757021, 48.4343107) 2068066124
NA;NA;c(10.875703, 48.4342951) 2068066115
NA;NA;c(10.87586, 48.4348111) 2699775889
NA;NA;c(10.875864, 48.4347446) 2699775888
NA;NA;c(10.875979, 48.4346804) 2068066145
NA;NA;c(10.8759972, 48.4347482) 2068066150
NA;NA;c(10.8760013, 48.434681) 2068066147
NA;NA;c(10.8760018, 48.4343031) 2068066117
NA;NA;c(10.8773803, 48.4121114) 2496352318
NA;NA;c(10.8773808, 48.4119868) 2496352312
NA;NA;c(10.8774264, 48.4123553) 2496352322
NA;NA;c(10.8774397, 48.4121126) 2496352319
